qc_sequence	row_id	claim_id	occurrence_id	citation_key	claim_type	source_type	source_path	claim_row_sha256	bibliography_entry_sha256	source_sha256	primary_prompt_sha256	primary_result_sha256	selection_reasons	qc_status	qc_prompt_path	qc_prompt_sha256	qc_result_sha256	comparison_status
33	ROW-0037	CLM-025	CIT-009	agarwal_combining_2023	AUTHOR_INFERENCE	PDF	references/pdfs/agarwal_combining_2023.pdf	c4976d1cacd1614f88e680cf5fdedfa2d287b52d047c4b823065627cc8bec748	3d56a260662c16bbb1ca87815b2a65642628c556242fabd1550695b987d3abdc	7e3c307db768df2d4e4d1b31247229e75fb3e819015ff3d7344539edd7600e74	dd548ae226b5f11e1eec0ac62bb8203c4ed8e55a38a44f06e46f7bbc5ac0490b	ca41665d0c95ede536e5793110f935792a7f773e71382845e538a27fe30472dd	NON_SUPPORTED	COMPLETED	quality_control/prompts/ROW-0037.md	c5853d78c4012f306bf16b184ef6729afe0ef92a8cedabdf66c5b83707311af7	62a990f87108cd6e89b6f79ac31e383e900991230e9a971f9a121855bf86d62b	NEEDS_ADJUDICATION
34	ROW-0039	CLM-027	CIT-010	eloundou_gpts_2023	DIRECT	PDF	references/pdfs/eloundou_gpts_2023.pdf	d9fff7f0fcde95c0c86c40df315cc77b26678bbc9272108cb6be4750f5fc8770	a1e187d13942e96d8b68c5b93f45d4634c86cb5505903a6e8770b202445ce924	af3edd4efc120c70f0e2e6dc7a4e314a41f1b9eb5a7e88bc25533db631f79632	d237cc7a72660a1f98444ec9406ad55655ae369b3ade8885f6fb5b451769ef27	e82de4096cf02d6b7cfb676fb664e017c7c5bd867f46d4312891eff82d6f00fa	NON_SUPPORTED	COMPLETED	quality_control/prompts/ROW-0039.md	0fe8976de63cb115fd3771a00edf60aa77381c3e3f78208970ccd6f02308f88a	016a05101bb3f751ae59ae760beda5d3a455b8860d0f03ca7d102519110dce80	NEEDS_ADJUDICATION
35	ROW-0041	CLM-029	CIT-010	eloundou_gpts_2023	AUTHOR_INFERENCE	PDF	references/pdfs/eloundou_gpts_2023.pdf	91e2358b5161511ec41ae83a42dbe69e34cd1b0a112aafb033e9b56c90f1faea	a1e187d13942e96d8b68c5b93f45d4634c86cb5505903a6e8770b202445ce924	af3edd4efc120c70f0e2e6dc7a4e314a41f1b9eb5a7e88bc25533db631f79632	c54790062ca06846d6031cad7e43fef5712135af9475d7e3469f7e6e28686e0a	a5945c3bc9f44cc75eceebdf912b3f07790fc6b552a76fbba5a26790b5069620	NON_SUPPORTED	COMPLETED	quality_control/prompts/ROW-0041.md	77d24598d7428b33d1e00dd4704df6db4bd231248bc844ed3ab28a20087f6fa1	ad1352f46dd6d6607d7b3bcf5b32ac52120b1e4dbc0160cc77f3d0286a99f925	NEEDS_ADJUDICATION
36	ROW-0043	CLM-031	CIT-010	eloundou_gpts_2023	AUTHOR_INFERENCE	PDF	references/pdfs/eloundou_gpts_2023.pdf	a581964d3e30c572821033160115e1524a22994032c285786a53087c10d50307	a1e187d13942e96d8b68c5b93f45d4634c86cb5505903a6e8770b202445ce924	af3edd4efc120c70f0e2e6dc7a4e314a41f1b9eb5a7e88bc25533db631f79632	bab5f7fb5a31ed12479ebbffb0f694e8ebba764f92b9e10c12a3534143c9941f	4b89c79faa6319b0d06e5f953e0457a3538a9f76d72314a661fe1dea6c9eafd0	NON_SUPPORTED	COMPLETED	quality_control/prompts/ROW-0043.md	f9fff8854bdb7f3eae244f9eba99a402a396fadaf09a17b8d615bcbcf5d1389e	bef398ededaf8ee2a4f3eccaf796879a1f6dabfeab80ed3f314d3b639d09a036	NEEDS_ADJUDICATION
37	ROW-0049	CLM-037	CIT-011	benitez_mirror_2024	DIRECT	PDF	references/pdfs/benitez_mirror_2024.pdf	235c6bf926a606d72e66be3f7d0053d901b4897cc2f6e6d1d4497602f5fe2120	68d96977aa93198589bc5631fb56148252053b8478d1bab3e5d10127460d2543	8847920fa160282c8ba5b5f456f35b24669a7e19dd8a655e2a801b265efb5fda	dfebc1aca619141603651b7bbe42e0514779e7e07fe51f459462e453ac0d44ae	9687bc6f9dd98d2cbc14347721ab5336d17d7e8abd2674737c05dcf5aa64975d	NON_SUPPORTED	COMPLETED	quality_control/prompts/ROW-0049.md	48f472800816188376be6213daa8d3b4c0ce5c0f6c27d46472c862b01bb9e93f	ebd8bfee29f809af130d32b8ea219c6eae1f6dd90e791d3013af29f3615f9839	NEEDS_ADJUDICATION
38	ROW-0051	CLM-039	CIT-011	benitez_mirror_2024	AUTHOR_INFERENCE	PDF	references/pdfs/benitez_mirror_2024.pdf	e840f523e11eb950479b3aec6463eb57f95e99ce149d08dbead9d10c30587d58	68d96977aa93198589bc5631fb56148252053b8478d1bab3e5d10127460d2543	8847920fa160282c8ba5b5f456f35b24669a7e19dd8a655e2a801b265efb5fda	857fdce85683d4c89faeb24846930575854099c43078395f2b310f38d05b85b7	264dec77548f62480711d7459e136d2ef861c2eae3aa606f3b114d22e51bcabe	DETERMINISTIC_SUPPORTED_SAMPLE	COMPLETED	quality_control/prompts/ROW-0051.md	acfdec0e73528150bbf2d61724449b86f4b824f284493dd572b2c1f16822f8b0	4bd9edc795b539c0fc4846b46219ea95c3e6a895225c019737c79119b603f32e	AGREES
39	ROW-0054	CLM-042	CIT-012	appel_anthropic_2026	AUTHOR_INFERENCE	PDF	references/pdfs/appel_anthropic_2026.pdf	3fb56a9675b0c5109f7fca0e1de98f777de01185828aa16015cdb49b3db64da8	575ac84f91ca8e8e0250ea23f8da0dd70a6db016aff9a4b92735bb3ad07177e8	456274578d26ae653c43eabf560dd8b9018130f2a6ac10a921689a57d7c76d9a	2ccafc93c9c9699f53ffe5d1b8141ae747280748f240db7b3675957a331c0bad	66be95b89696fd778b1cbec2b1cdd68e25f7cff7f5d4cbff2ae4d48f3ae27c43	NON_SUPPORTED	COMPLETED	quality_control/prompts/ROW-0054.md	70dd595ad3b5cf9c1e168db5d87df415ee80aac80b240b35b4e77dea6a004746	5fa9c249ab4a6d391b9b5968254d48027ad4c49cdf550c324bcde9e281a23e1e	NEEDS_ADJUDICATION
40	ROW-0056	CLM-044	CIT-012	appel_anthropic_2026	AUTHOR_INFERENCE	PDF	references/pdfs/appel_anthropic_2026.pdf	39ad520e65515fabc828b112637c000606fb65d277fa7eccf5780030ec966f7f	575ac84f91ca8e8e0250ea23f8da0dd70a6db016aff9a4b92735bb3ad07177e8	456274578d26ae653c43eabf560dd8b9018130f2a6ac10a921689a57d7c76d9a	30140d4ead18b315b35222ab104343656044bb9f906b68195ce7cbe0c9005db3	2851cda19949cf67930d2b1bcb01e90d5f019f99938252cf9f65c957b8e13a72	DETERMINISTIC_SUPPORTED_SAMPLE	COMPLETED	quality_control/prompts/ROW-0056.md	b8830f07e34d71fc1287f8e22b59948927feed1bf51c46bf2505d4fb72388794	ce41f23446126a2a20fd12345f2be4e016a50edaf9f7d8bd41934a5a81f70020	AGREES
41	ROW-0058	CLM-046	CIT-013	gmyrek_generative_2025	DIRECT	PDF	references/pdfs/gmyrek_generative_2025.pdf	001c4c388a8ddf84c8a05eea621d780775308ace5b28a83b3209dd8a3cd662bb	0f7243bee9c197dfedbc52fc8e6af5336e9f9ba3152a4ad8a8341ea4521e0daf	9077761c72aabaa3c7ee70999ec5aa46a6afcf943b5fb01baa971f601d363ee9	7f5cc5625eb3f3f4a161d121e976238ab5cb557e62e3a1cf970b1c5f3a834691	f9b1b2fe1b899386d46121dc681caa0d1638a9b84ce01205184dd99fd3da9e37	NON_SUPPORTED	COMPLETED	quality_control/prompts/ROW-0058.md	485deb9aa856d1465685c73e801f717c66ad26ebef1beb764c6cb14edeeb5f13	aa70bfb2d5e1865fe22667530df362cb7f3c0c768e841f6cdad33541caf9d0d4	NEEDS_ADJUDICATION
42	ROW-0059	CLM-047	CIT-013	gmyrek_generative_2025	DIRECT	PDF	references/pdfs/gmyrek_generative_2025.pdf	6589644c07788b00e5e5ee7efc4d9b965d142e52431f78ab0c04974bdd385da6	0f7243bee9c197dfedbc52fc8e6af5336e9f9ba3152a4ad8a8341ea4521e0daf	9077761c72aabaa3c7ee70999ec5aa46a6afcf943b5fb01baa971f601d363ee9	684ab5b99dd140cf4f77d19759309014bd0bd579e11b2105de56df344b3bb3f0	45899d399dc7614ddfad007b3893be0edcb292f71b47988e3d4b7278a50665ac	NON_SUPPORTED	COMPLETED	quality_control/prompts/ROW-0059.md	1fe51c697167d54c37ddd039c873a56647c4207e03e3d7ace2189643f5a0b277	bc2e4c6b4fddc4facac614e51c31f11be98b93eb331e470a7a9bed37351d1da3	NEEDS_ADJUDICATION
43	ROW-0060	CLM-048	CIT-013	gmyrek_generative_2025	DIRECT	PDF	references/pdfs/gmyrek_generative_2025.pdf	261c4b13f8e20fa237080b1d7ebfc6f995dd75b1aa392ed1ad9fcbfc95eb0a13	0f7243bee9c197dfedbc52fc8e6af5336e9f9ba3152a4ad8a8341ea4521e0daf	9077761c72aabaa3c7ee70999ec5aa46a6afcf943b5fb01baa971f601d363ee9	8913edb62b1765cd40cc91cbe0d786936cda7a8bf0872dae067074922eed86e8	df8e66f2995f779daae4e8cbe172784539f626348eb5ec2c5bc8073e9bfb7eb5	DETERMINISTIC_SUPPORTED_SAMPLE	COMPLETED	quality_control/prompts/ROW-0060.md	9e22e113611333ed1360fb7ac0d8b67e57c28f3f1b362e8f6467ece7518566a0	f461b333310ca76ec5684257240d326c3edc87dfc0bfedd81cae1aa16eb93ad9	AGREES
44	ROW-0065	CLM-053	CIT-013	gmyrek_generative_2025	AUTHOR_INFERENCE	PDF	references/pdfs/gmyrek_generative_2025.pdf	e2cafc1c46a89f392e55a15f18625820e0422c0e648515f5783b47f22f46cc81	0f7243bee9c197dfedbc52fc8e6af5336e9f9ba3152a4ad8a8341ea4521e0daf	9077761c72aabaa3c7ee70999ec5aa46a6afcf943b5fb01baa971f601d363ee9	6949b9c1c529de7535e8f687640e4c8025688acb231de728583773ec41ca7908	f197db7af3f0947f85a20e80541e57e9cbc538597dd76152394784f9e5e33722	DETERMINISTIC_SUPPORTED_SAMPLE	COMPLETED	quality_control/prompts/ROW-0065.md	ba07f0fe0332e6b7cdc6a77bfdd47575a2ab1365f1d8c0ec4c1a004daf23fdb5	125ec4ac9af8d37ca942be0f2db258f066cb2a8044732dee6366ae916d42251f	AGREES
45	ROW-0066	CLM-054	CIT-013	gmyrek_generative_2025	AUTHOR_INFERENCE	PDF	references/pdfs/gmyrek_generative_2025.pdf	e30cd288abfdabe360d34c84c924fe949fee2cebf69093c560fafb9a2205efc0	0f7243bee9c197dfedbc52fc8e6af5336e9f9ba3152a4ad8a8341ea4521e0daf	9077761c72aabaa3c7ee70999ec5aa46a6afcf943b5fb01baa971f601d363ee9	2b2c11844839b109e361171ac96eadc8883f909f1ca6473a3794fbf374524306	d754859060081cb76635d311a884253438748a413fa5122d4e84a0e8acc0780d	DETERMINISTIC_SUPPORTED_SAMPLE	COMPLETED	quality_control/prompts/ROW-0066.md	0ba2e85cd5fa94e3e3c2286d45b6828221f99fbdfd19bb21514e20f0a916c2fe	47762a7e36ec71f6580b6c554e62c4287825fdce4dc449dae4ac55d81a48e8d9	AGREES
46	ROW-0068	CLM-056	CIT-013	gmyrek_generative_2025	AUTHOR_INFERENCE	PDF	references/pdfs/gmyrek_generative_2025.pdf	215cec18e06fc5e6cb63dffc63da567c66792ebeee821e55e0160e27c0a45231	0f7243bee9c197dfedbc52fc8e6af5336e9f9ba3152a4ad8a8341ea4521e0daf	9077761c72aabaa3c7ee70999ec5aa46a6afcf943b5fb01baa971f601d363ee9	ced094a91b4420920111930af7c6f1d74d598e4a4f8b2903d42c6970a72d6d45	6636485a1b983e4da79d92d8c0ebe7e918d6e11610a36e6fb791fb79bea80127	NON_SUPPORTED	COMPLETED	quality_control/prompts/ROW-0068.md	89174fe1b640bc09a02d6adde4ee2c2c152fe9ab6f8b14e1acfe618bfef896da	91a2d1d01e0f96b3fd810d01192b23a58b1ec0707b03e2276551e98dd652efc9	AGREES
47	ROW-0070	CLM-058	CIT-014	eloundou_gpts_2023	DIRECT	PDF	references/pdfs/eloundou_gpts_2023.pdf	8a968e1125fed520105d8c18c30115bcf14e4221020a46d507fab123b36f911e	a1e187d13942e96d8b68c5b93f45d4634c86cb5505903a6e8770b202445ce924	af3edd4efc120c70f0e2e6dc7a4e314a41f1b9eb5a7e88bc25533db631f79632	4410abcc3262185aa95a6e93d2c3585af5e94e130b1bd997c747a3114bbd0499	32599fd9d83cf49586c59e969bd9f1d9efde5dc84c1240f0aec432c37cab2343	DETERMINISTIC_SUPPORTED_SAMPLE	COMPLETED	quality_control/prompts/ROW-0070.md	d0b51c7fb5594616c956d59b38db39e607c2890d634fb5de49cee8f653ab2eaa	6229fab3cd1705ea8346c7733eaf6a61f3f04034a79c6ee8fbdaa6e7ffffa5a1	NEEDS_ADJUDICATION
48	ROW-0071	CLM-059	CIT-014	eloundou_gpts_2023	DIRECT	PDF	references/pdfs/eloundou_gpts_2023.pdf	8082b648a913a0aae7d763396d6c942e954d24bc86d7c419e225eeccd8a01bee	a1e187d13942e96d8b68c5b93f45d4634c86cb5505903a6e8770b202445ce924	af3edd4efc120c70f0e2e6dc7a4e314a41f1b9eb5a7e88bc25533db631f79632	07c05fa4fe2499f4064fa9b7a62204f09a40cb2a6689cec5f35f3bb04c661a8d	3e0413d4ce0272a7d73032109435d9ffc93266aad3bc2f70508703f40aaac453	DETERMINISTIC_SUPPORTED_SAMPLE	COMPLETED	quality_control/prompts/ROW-0071.md	54b73d815de99b7cc6144fecedb076452caa8b45a2856fa1e47892cb31ac90cc	a1debcc28fc5267a5e5a623ae42e786827d0f69e7ae34e57747fe3d5c0119c28	AGREES
49	ROW-0074	CLM-062	CIT-014	eloundou_gpts_2023	DIRECT	PDF	references/pdfs/eloundou_gpts_2023.pdf	ea4fca2721ab00e47b303e3acc546d9b866559bf4556b048aff116824f2fd19c	a1e187d13942e96d8b68c5b93f45d4634c86cb5505903a6e8770b202445ce924	af3edd4efc120c70f0e2e6dc7a4e314a41f1b9eb5a7e88bc25533db631f79632	896c0f5e562ffec45e9c6d42645f5af3ac5c3dfefcffa110f85c1f3fade576a1	f8ff97427b248ca1400447268fa49bbd7d233e0d6d23c2d062ba8bf8de7afc2f	NON_SUPPORTED	COMPLETED	quality_control/prompts/ROW-0074.md	81de8c4178db59b5102482391be5d0a40fec5f50095cd711a27247523e1f0412	691945713c2a6d876953dbe53c06f359eb1e465fa2076c2c5c53992b40d20c1a	NEEDS_ADJUDICATION
50	ROW-0075	CLM-063	CIT-014	eloundou_gpts_2023	DIRECT	PDF	references/pdfs/eloundou_gpts_2023.pdf	d61d4ae145471a59c2624f6c5fe5d0d4a28f5c6a096b333cffe73a827b77973a	a1e187d13942e96d8b68c5b93f45d4634c86cb5505903a6e8770b202445ce924	af3edd4efc120c70f0e2e6dc7a4e314a41f1b9eb5a7e88bc25533db631f79632	17beaf6fde0b1da10d3e64e0ee8664c5683c765dceaeb3ffcd168ee8b308172e	7b51b9c9b7daad18803b8f3e864954f11ade7e9861ac60530b812336a8c40b4b	NON_SUPPORTED	COMPLETED	quality_control/prompts/ROW-0075.md	c841afa9eb23bbe426db2c805c726ee7811fd973c293123ec5d53be639805810	229e78908d59d8291f1ab90045ca1a31dfda789268fb000283d2a6fa3904e082	AGREES
51	ROW-0076	CLM-064	CIT-014	eloundou_gpts_2023	DIRECT	PDF	references/pdfs/eloundou_gpts_2023.pdf	bb2a27f1bd9db08385f56a61ab502987f07f1a07edbc307fd13c7fa1cc8c58f7	a1e187d13942e96d8b68c5b93f45d4634c86cb5505903a6e8770b202445ce924	af3edd4efc120c70f0e2e6dc7a4e314a41f1b9eb5a7e88bc25533db631f79632	cf6f36dbe0fd537bf0f2a9bbf735e534eb5e4c25908b0688cd5ea2f274d22d05	cc5d374f43b20bec79fa1ca52ff55acd9b0a015c56f1e816563f4b8f3b39a450	NON_SUPPORTED	COMPLETED	quality_control/prompts/ROW-0076.md	aa152d4770283cb5664d007da4778de7282b79e256e655be22346e80940c21e5	3f0c6d509088d9e2e29ac1e53821463e4639fde8e87296bcfdae6a3c9f691434	NEEDS_ADJUDICATION
52	ROW-0077	CLM-065	CIT-014	eloundou_gpts_2023	DIRECT	PDF	references/pdfs/eloundou_gpts_2023.pdf	79e3685f67248289b0b7091995e3c4aa08f75069559259f54f98ae6a864958ed	a1e187d13942e96d8b68c5b93f45d4634c86cb5505903a6e8770b202445ce924	af3edd4efc120c70f0e2e6dc7a4e314a41f1b9eb5a7e88bc25533db631f79632	0ce6cb9ef9cabf6c4adf3e86acce5ef12676588d76c3384af65e6376b6938e85	94f17089a6d65f98efe6bceb593f366974ef7f90bc41e5a9730aaf94739229c0	NON_SUPPORTED	COMPLETED	quality_control/prompts/ROW-0077.md	94b7db50da05c5ae54d9a98609eb1e6f72a5e0797edff4990887d1b98d11cff8	d60377e07610f20531214e18bc0b24c6e45f342c4e8307eb6171f5d63a2128f2	NEEDS_ADJUDICATION
53	ROW-0078	CLM-066	CIT-014	eloundou_gpts_2023	AUTHOR_INFERENCE	PDF	references/pdfs/eloundou_gpts_2023.pdf	c0a7ee2293b86bc1e84b647a30d123b10a467ce9472737c2b82f86783a966a9a	a1e187d13942e96d8b68c5b93f45d4634c86cb5505903a6e8770b202445ce924	af3edd4efc120c70f0e2e6dc7a4e314a41f1b9eb5a7e88bc25533db631f79632	f9dce948b4de2a6ddad265c31401078bdf7c23b0622e8b118331a623544ff71b	213b9db4ada665e9272f9b42991ecc923e31e98add4630d7039153db9b678f22	NON_SUPPORTED	COMPLETED	quality_control/prompts/ROW-0078.md	a6a7fa531af2208727c3ceb8f3a0ad0d1b138009d2aa840bdaf329a7a494ebc1	f55df021b09f88f10fe1b90d995458daacb25d220716c2a186f0a339695fd126	NEEDS_ADJUDICATION
54	ROW-0083	CLM-071	CIT-015	benitez_mirror_2024	DIRECT	PDF	references/pdfs/benitez_mirror_2024.pdf	5fb9329ed413bfcfdad3e923bdd7aa5e33113b4349b6ff29db8d60548ff8e1d1	68d96977aa93198589bc5631fb56148252053b8478d1bab3e5d10127460d2543	8847920fa160282c8ba5b5f456f35b24669a7e19dd8a655e2a801b265efb5fda	4eede523de3d54dc715140d5353d55592fb92ce0e08f7a977db6e997ab7984be	37f41e833e8e6ea221602f6d9ae97a7f574de216b79cebdbcbc2f3d13c9c5e15	NON_SUPPORTED	COMPLETED	quality_control/prompts/ROW-0083.md	748a56c14e89b87fb92828618f525a3c0b760151bacb27cfd482cd46593c9cf0	8c46fb14d0993f8e45354c457cefe94fa02b3e03365fc212c79352134ef52350	NEEDS_ADJUDICATION
55	ROW-0085	CLM-073	CIT-015	benitez_mirror_2024	AUTHOR_INFERENCE	PDF	references/pdfs/benitez_mirror_2024.pdf	5adb528b9ffc086ae1a225b78dfaae366401488bb6f3c2acff881812806bd582	68d96977aa93198589bc5631fb56148252053b8478d1bab3e5d10127460d2543	8847920fa160282c8ba5b5f456f35b24669a7e19dd8a655e2a801b265efb5fda	86898027f5de6a85e7da9803ab754183c46f913185d1095d0648d17d509fd3eb	0a063b3522ee72d907da4809dd53348504cd9737c990fb23d88da86e83c80c86	NON_SUPPORTED	COMPLETED	quality_control/prompts/ROW-0085.md	24ed6f18f96b978d32addf9653d62440ebe27a34af9abf051c6d3378a0b910bd	f2ebf700673da03cd56e20b2b2cb3987fde415b2904986407acee8a5bedde23b	NEEDS_ADJUDICATION
56	ROW-0090	CLM-078	CIT-016	appel_anthropic_2026	DIRECT	PDF	references/pdfs/appel_anthropic_2026.pdf	1299b1fd81521a6d7973949ed8249c23bc1994496ad8aa7fcb0f32eb53cbc517	575ac84f91ca8e8e0250ea23f8da0dd70a6db016aff9a4b92735bb3ad07177e8	456274578d26ae653c43eabf560dd8b9018130f2a6ac10a921689a57d7c76d9a	45c536be330c6e50575caf75d7cedd6ddb275a4a46b7cf132526b385ee32251c	73e16da4349614e24c23be61981b56dfec17e4646067117fcb3e135f99526a3f	NON_SUPPORTED	COMPLETED	quality_control/prompts/ROW-0090.md	30ad45da77772e406955e8d2f1abef87d7b05199ab996a5f5c78771bf51d7e30	9d15e271a6e9186c460ddbc60185e2adc4518ba2466b765975b8c576d1d50649	NEEDS_ADJUDICATION
57	ROW-0091	CLM-079	CIT-016	appel_anthropic_2026	DIRECT	PDF	references/pdfs/appel_anthropic_2026.pdf	aac4d4b550cb0d7f1bfb82311ff30f0f89e25520bedc8d256c2e3e4d30d16794	575ac84f91ca8e8e0250ea23f8da0dd70a6db016aff9a4b92735bb3ad07177e8	456274578d26ae653c43eabf560dd8b9018130f2a6ac10a921689a57d7c76d9a	e2741c4ff23f97c4aa6132938cfe8f92d47ebf750d3e99f2313571d77ea43930	c1d6c723f63d8df9fa3a09e2c5c5661237944f115f4af115f1100ade7c7d7986	NON_SUPPORTED	COMPLETED	quality_control/prompts/ROW-0091.md	40f7246717dd8c640efae284f7c471211fdcebffa2ee6c74ef7f12b7ceef4e35	b08f177c7491bede6b326c0772e31b86335a92cbb54ffc5a85dee7189fd1fc44	AGREES
58	ROW-0092	CLM-080	CIT-016	appel_anthropic_2026	AUTHOR_INFERENCE	PDF	references/pdfs/appel_anthropic_2026.pdf	b660750b84c7fe5efb25b385a24751f1287c5d6f49d2e5fca63be4951e8ebd5d	575ac84f91ca8e8e0250ea23f8da0dd70a6db016aff9a4b92735bb3ad07177e8	456274578d26ae653c43eabf560dd8b9018130f2a6ac10a921689a57d7c76d9a	8b377e78d6638839ae01a7316be13cb2babc12b294d8c5a38ce4884b8e2be6ed	94dc5cf5062a172fb762db83ca4fb28d0132e5c0c06275539e955764be416a02	NON_SUPPORTED	COMPLETED	quality_control/prompts/ROW-0092.md	0a7f1960e7bb0af6e94e03f4c93c7589502f754dcce0883e73a0ee439b5535dd	76d4ac429ca17d9f6b0bbfe6af64e546795cd87372c3498cf859e6bff1c0cbf0	NEEDS_ADJUDICATION
59	ROW-0100	CLM-088	CIT-017	gmyrek_generative_2025	DIRECT	PDF	references/pdfs/gmyrek_generative_2025.pdf	ce44e967edbd927b1beeae3817c08a1570351d6e21c0db758378fea29794a58b	0f7243bee9c197dfedbc52fc8e6af5336e9f9ba3152a4ad8a8341ea4521e0daf	9077761c72aabaa3c7ee70999ec5aa46a6afcf943b5fb01baa971f601d363ee9	e246fbbf8641e42a2155ec7d179fbe8555327459c598964dc408df2de420ae0d	1741078a8b43146b73ea5dc3ecec4188d41fd69e68d1fc35e4aa7a186effde9a	NON_SUPPORTED	COMPLETED	quality_control/prompts/ROW-0100.md	5fef87f57d531c32c95f54bc6fa1cf42b5f58ceb89bc6cff4352ac63a5451705	5496a142ae2bc668e15eb6d1165825cc1c42fc905654d1527b50e8dfe46bcc48	AGREES
60	ROW-0101	CLM-089	CIT-017	gmyrek_generative_2025	AUTHOR_INFERENCE	PDF	references/pdfs/gmyrek_generative_2025.pdf	b677cee87749d5ec10a6e170744ddb335dc19d13859323772145fff28a76d3e3	0f7243bee9c197dfedbc52fc8e6af5336e9f9ba3152a4ad8a8341ea4521e0daf	9077761c72aabaa3c7ee70999ec5aa46a6afcf943b5fb01baa971f601d363ee9	1983caf602d41e6be84acf970467dc4d2ffbcb9da3e6d1c4c3c24c736f5a2d09	abc984b92b7980a6892d48149392fc4c03a3d5fc980e8688b4dd0bc010035447	NON_SUPPORTED	COMPLETED	quality_control/prompts/ROW-0101.md	f9953c2b410c86703dd9d5de19bef871416babb0b8f754877d9ca2811d9cb438	05806454cf3c97abb9139f56eaabe12d68949599b826f28f9b4254c21de6d068	AGREES
61	ROW-0102	CLM-090	CIT-018	gmyrek_generative_2025	DIRECT	PDF	references/pdfs/gmyrek_generative_2025.pdf	9b0f139a90079b7daf9f8591d450e8a05daea5be6e6f5822ae2b6c576b6e5cc5	0f7243bee9c197dfedbc52fc8e6af5336e9f9ba3152a4ad8a8341ea4521e0daf	9077761c72aabaa3c7ee70999ec5aa46a6afcf943b5fb01baa971f601d363ee9	7fa07bd57531968c605fd596d5ccc1c8f7c9a33f88e0b4f294c74af20fe4b533	58bb6c5217fecafc1141726e96a20591e0b3292fea58c90841aec00c7fe2f55f	NON_SUPPORTED	COMPLETED	quality_control/prompts/ROW-0102.md	b98880cbe7f657f4e3d4fc5f3e024ac844aa7f89270bc7cc0500bb2bc6c61877	a91d1aed9b00054ad0445b4f2ce599a6c7e8ab2828bb943e1b9b7a28931450ff	NEEDS_ADJUDICATION
62	ROW-0103	CLM-091	CIT-018	gmyrek_generative_2025	AUTHOR_INFERENCE	PDF	references/pdfs/gmyrek_generative_2025.pdf	4a1a5c683c66f71d3887632956312c453c9f25041d375c4393dc55596cd6bd3b	0f7243bee9c197dfedbc52fc8e6af5336e9f9ba3152a4ad8a8341ea4521e0daf	9077761c72aabaa3c7ee70999ec5aa46a6afcf943b5fb01baa971f601d363ee9	9954988dc5eaa93f5fb1cc2de6963dea43f5af54e4e7c4b24e871fe391836afc	d8ef36a3fe4c60c29e5d274d807825fd60105300c536bde0c745b563a8aae4ae	NON_SUPPORTED	COMPLETED	quality_control/prompts/ROW-0103.md	ef0db8acc3fdc705dd343a331f3eeb30babe88df34a50f4ac42ad1f63457da1e	577c55a4afe7216d6b09d52e639fd3d8b1fb573c681ee8a346f4981287ff2328	NEEDS_ADJUDICATION
63	ROW-0105	CLM-093	CIT-019	gmyrek_generative_2025	DIRECT	PDF	references/pdfs/gmyrek_generative_2025.pdf	ed009912155102fbf41c30e5be736ad9bc1fd3526e88c8232a9ce0f96b04f7e2	0f7243bee9c197dfedbc52fc8e6af5336e9f9ba3152a4ad8a8341ea4521e0daf	9077761c72aabaa3c7ee70999ec5aa46a6afcf943b5fb01baa971f601d363ee9	8091608a9c5f05bdbc706901317c9a471c3f90b0fb0bd029aa55821856d3e2d9	577f7acbba9e9efe7459a0bc6b46d1a6831ce2e32851cf02b7270555a305e45b	NON_SUPPORTED	COMPLETED	quality_control/prompts/ROW-0105.md	1405d9e31e4edb30f038e2cb2d5590bb9953d74666444eb62a2050bdc33b7f85	b21532aa34b9aa95c066ab957709e60c7b7c1c365f61f2f62f44cadf5070a6ac	AGREES
64	ROW-0106	CLM-094	CIT-020	gmyrek_generative_2025	DIRECT	PDF	references/pdfs/gmyrek_generative_2025.pdf	b19dff238e38755d1c4e9a50c2434d4818ebcd9dba47b0677f22d9841a214c32	0f7243bee9c197dfedbc52fc8e6af5336e9f9ba3152a4ad8a8341ea4521e0daf	9077761c72aabaa3c7ee70999ec5aa46a6afcf943b5fb01baa971f601d363ee9	8dbe45077fef51df42e2068013e021fb2a92447d7b983cc5714603164c3836bb	f9e618d2afc16e0a4d6d51f643811523497922dbde3891ea4f8df5c03e7afafd	NON_SUPPORTED	COMPLETED	quality_control/prompts/ROW-0106.md	5c401923f8aafa865d987d5eb2ced97e34cd316ac2758b3cf66c6d9a8503339b	6e30c4a3c84e92e825bb6608989ec2a66023b4c2d4b35f0c546323378e6cd96a	AGREES
