result_id,case_id,dimension,group_id,outcome,terminal_change_pct,support_status,terminal_months,alternative_normalization_change_pct,same_month_change_pct,normalization_delta_pp,same_month_delta_pp,raw_wage_delta_pp,cell_mean_winsorization_delta_pp,pre_months_observed,annualized_log_slope_pct,coefficient_of_variation,eligible_for_review,stable_across_time_baselines,selection_decision,selection_reason,selection_basis
production_supervisors__age__age_26_30__real_admission_wage,production_supervisors,age,age_26_30,real_admission_wage,1.420647761,adequate,6,8.211156546,10.322776,6.790508785,8.902128241,-75.32715731,-47.39072212,22,-7.322027476,0.2245833989,True,True,main_text_context,The wage direction is stable under both alternative time baselines.,Frozen terminal metric and pre-specified robustness rules; no significance filtering.
production_supervisors__age__age_31_34__admissions,production_supervisors,age,age_31_34,admissions,20.48192771,adequate,6,5.180120957,3.32308294,-15.30180675,-17.15884477,,,22,-2.807912813,0.1241982393,True,True,main_text_headline,Age-specific admissions are the pre-specified central comparison; all six cases remain visible.,Frozen terminal metric and pre-specified robustness rules; no significance filtering.
production_supervisors__age__age_31_34__real_admission_wage,production_supervisors,age,age_31_34,real_admission_wage,-2.822331015,adequate,6,8.554653168,12.60272327,11.37698418,15.42505429,-16.74441828,-17.51731384,22,-10.87776027,0.2001555502,True,False,main_figure_only,"The wage path is shown, but its terminal direction changes under at least one time baseline.",Frozen terminal metric and pre-specified robustness rules; no significance filtering.
production_supervisors__age__age_35_40__admissions,production_supervisors,age,age_35_40,admissions,30.15046296,adequate,6,13.81002986,13.49350654,-16.34043311,-16.65695642,,,22,-1.516973076,0.1289731497,True,True,main_text_headline,Age-specific admissions are the pre-specified central comparison; all six cases remain visible.,Frozen terminal metric and pre-specified robustness rules; no significance filtering.
production_supervisors__age__age_35_40__real_admission_wage,production_supervisors,age,age_35_40,real_admission_wage,-1.039977005,adequate,6,5.062546521,7.289645216,6.102523526,8.329622221,-23.7334984,-9.909893609,22,-14.00851954,0.1789981719,True,False,main_figure_only,"The wage path is shown, but its terminal direction changes under at least one time baseline.",Frozen terminal metric and pre-specified robustness rules; no significance filtering.
production_supervisors__age__age_41_49__admissions,production_supervisors,age,age_41_49,admissions,29.89667565,adequate,6,22.54714982,25.05734696,-7.349525832,-4.839328688,,,22,3.283488303,0.1322007527,True,True,main_text_headline,Age-specific admissions are the pre-specified central comparison; all six cases remain visible.,Frozen terminal metric and pre-specified robustness rules; no significance filtering.
production_supervisors__age__age_41_49__real_admission_wage,production_supervisors,age,age_41_49,real_admission_wage,2.374317501,adequate,6,6.645996785,8.703739166,4.271679284,6.329421665,-8.368816525,-1.750048375,22,-9.327435015,0.1898626665,True,True,main_text_context,The wage direction is stable under both alternative time baselines.,Frozen terminal metric and pre-specified robustness rules; no significance filtering.
production_supervisors__age__age_50_plus__admissions,production_supervisors,age,age_50_plus,admissions,28.14145974,adequate,6,20.75444941,21.561204,-7.387010336,-6.580255746,,,22,8.399048337,0.1348738794,True,True,main_text_headline,Age-specific admissions are the pre-specified central comparison; all six cases remain visible.,Frozen terminal metric and pre-specified robustness rules; no significance filtering.
production_supervisors__age__age_50_plus__real_admission_wage,production_supervisors,age,age_50_plus,real_admission_wage,-1.517557989,adequate,6,5.665068201,7.494710101,7.18262619,9.012268089,13.68920308,6.81710642,22,-2.234794784,0.2304250198,True,False,main_figure_only,"The wage path is shown, but its terminal direction changes under at least one time baseline.",Frozen terminal metric and pre-specified robustness rules; no significance filtering.
production_supervisors__education__education_other__admissions,production_supervisors,education,education_other,admissions,28.23520026,adequate,6,13.22203438,12.78274479,-15.01316588,-15.45245546,,,22,1.900457018,0.1340191068,True,True,appendix_only,The demographic dimension does not pass the frozen cross-case mention rule.,Frozen terminal metric and pre-specified robustness rules; no significance filtering.
production_supervisors__education__education_other__real_admission_wage,production_supervisors,education,education_other,real_admission_wage,1.21606921,adequate,6,8.569934981,10.86576286,7.35386577,9.649693645,-21.04316773,-12.55580728,22,-13.13892623,0.1685124095,True,True,appendix_only,The demographic dimension does not pass the frozen cross-case mention rule.,Frozen terminal metric and pre-specified robustness rules; no significance filtering.
production_supervisors__education__higher_education__admissions,production_supervisors,education,higher_education,admissions,21.66943062,adequate,6,18.6586878,21.49342057,-3.010742825,-0.1760100538,,,22,0.09054331699,0.09811598598,True,True,appendix_only,The demographic dimension does not pass the frozen cross-case mention rule.,Frozen terminal metric and pre-specified robustness rules; no significance filtering.
production_supervisors__education__higher_education__real_admission_wage,production_supervisors,education,higher_education,real_admission_wage,-0.4327658993,adequate,6,3.050939763,4.561756458,3.483705662,4.994522357,-58.71940684,-33.03807484,22,-0.83095734,0.0713511618,True,False,appendix_only,The demographic dimension does not pass the frozen cross-case mention rule.,Frozen terminal metric and pre-specified robustness rules; no significance filtering.
production_supervisors__overall__all__admissions,production_supervisors,overall,all,admissions,26.76448737,adequate,6,14.34842342,14.54223471,-12.41606395,-12.22225266,,,22,1.403611558,0.121795379,True,True,main_text_context,The case-level summary is stable under both alternative time baselines.,Frozen terminal metric and pre-specified robustness rules; no significance filtering.
production_supervisors__overall__all__real_admission_wage,production_supervisors,overall,all,real_admission_wage,0.1531408132,adequate,6,7.273972158,9.581316737,7.120831345,9.428175924,-38.79953277,-34.69450416,22,-10.4134723,0.1201115401,True,True,main_text_context,The case-level summary is stable under both alternative time baselines.,Frozen terminal metric and pre-specified robustness rules; no significance filtering.
production_supervisors__race_color__race_black_combined__admissions,production_supervisors,race_color,race_black_combined,admissions,93.84879725,adequate,6,72.88831678,73.77371583,-20.96048047,-20.07508142,,,22,0.5063996635,0.1169240313,True,True,main_text_secondary,"This demographic dimension passes the frozen cross-case support, magnitude, and sensitivity rule.",Frozen terminal metric and pre-specified robustness rules; no significance filtering.
production_supervisors__race_color__race_black_combined__real_admission_wage,production_supervisors,race_color,race_black_combined,real_admission_wage,-2.377309589,adequate,6,3.473449971,6.001183696,5.85075956,8.378493285,-21.13906079,-20.03342012,22,-15.99428076,0.1732311348,True,False,appendix_only,The demographic dimension does not pass the frozen cross-case mention rule.,Frozen terminal metric and pre-specified robustness rules; no significance filtering.
production_supervisors__race_color__race_white__admissions,production_supervisors,race_color,race_white,admissions,59.13580247,adequate,6,35.85990906,33.67697809,-23.27589341,-25.45882438,,,22,-8.057995748,0.1436029139,True,True,main_text_secondary,"This demographic dimension passes the frozen cross-case support, magnitude, and sensitivity rule.",Frozen terminal metric and pre-specified robustness rules; no significance filtering.
production_supervisors__race_color__race_white__real_admission_wage,production_supervisors,race_color,race_white,real_admission_wage,-6.599454931,adequate,6,4.422182725,6.670400268,11.02163766,13.2698552,-54.93270195,-32.91282613,22,-5.41069332,0.2089735008,True,False,appendix_only,The demographic dimension does not pass the frozen cross-case mention rule.,Frozen terminal metric and pre-specified robustness rules; no significance filtering.
production_supervisors__sex__men__admissions,production_supervisors,sex,men,admissions,24.6660595,adequate,6,15.30415982,15.89234673,-9.36189968,-8.773712768,,,22,2.742190346,0.1143722621,True,True,appendix_only,The demographic dimension does not pass the frozen cross-case mention rule.,Frozen terminal metric and pre-specified robustness rules; no significance filtering.
production_supervisors__sex__men__real_admission_wage,production_supervisors,sex,men,real_admission_wage,1.094608666,adequate,6,7.125480168,9.307030513,6.030871503,8.212421848,-39.06767304,-30.46113561,22,-12.41610038,0.1406558174,True,True,appendix_only,The demographic dimension does not pass the frozen cross-case mention rule.,Frozen terminal metric and pre-specified robustness rules; no significance filtering.
production_supervisors__sex__women__admissions,production_supervisors,sex,women,admissions,36.05510753,adequate,6,10.6284153,9.625673427,-25.42669223,-26.4294341,,,22,-3.307400387,0.1655485711,True,True,appendix_only,The demographic dimension does not pass the frozen cross-case mention rule.,Frozen terminal metric and pre-specified robustness rules; no significance filtering.
production_supervisors__sex__women__real_admission_wage,production_supervisors,sex,women,real_admission_wage,-2.682392657,adequate,6,6.885237104,9.423034723,9.567629761,12.10542738,-38.10477767,-38.92203298,22,-0.1844419236,0.07046695924,True,False,appendix_only,The demographic dimension does not pass the frozen cross-case mention rule.,Frozen terminal metric and pre-specified robustness rules; no significance filtering.
software_developers__age__age_22_25__admissions,software_developers,age,age_22_25,admissions,-6.939475253,adequate,6,-27.15954306,-30.49671404,-20.22006781,-23.55723878,,,22,-6.578529977,0.1212283177,True,True,main_text_headline,Age-specific admissions are the pre-specified central comparison; all six cases remain visible.,Frozen terminal metric and pre-specified robustness rules; no significance filtering.
software_developers__age__age_22_25__real_admission_wage,software_developers,age,age_22_25,real_admission_wage,-4.760833989,adequate,6,-5.027861774,-4.868922206,-0.2670277857,-0.1080882175,2.711094846,2.711094846,22,5.276310328,0.03892213261,True,True,main_text_context,The wage direction is stable under both alternative time baselines.,Frozen terminal metric and pre-specified robustness rules; no significance filtering.
software_developers__age__age_26_30__admissions,software_developers,age,age_26_30,admissions,-4.889943324,adequate,6,-24.08845126,-27.33364149,-19.19850794,-22.44369816,,,22,-8.672286981,0.1312479257,True,True,main_text_headline,Age-specific admissions are the pre-specified central comparison; all six cases remain visible.,Frozen terminal metric and pre-specified robustness rules; no significance filtering.
software_developers__age__age_26_30__real_admission_wage,software_developers,age,age_26_30,real_admission_wage,-2.217245083,adequate,6,1.327018602,1.475318722,3.544263684,3.692563804,4.408105143,4.408105143,22,3.616768037,0.02950191351,True,False,main_figure_only,"The wage path is shown, but its terminal direction changes under at least one time baseline.",Frozen terminal metric and pre-specified robustness rules; no significance filtering.
software_developers__age__age_31_34__admissions,software_developers,age,age_31_34,admissions,-11.64473684,adequate,6,-27.46030031,-30.38815999,-15.81556347,-18.74342315,,,22,-8.145903996,0.1366205308,True,True,main_text_headline,Age-specific admissions are the pre-specified central comparison; all six cases remain visible.,Frozen terminal metric and pre-specified robustness rules; no significance filtering.
software_developers__age__age_31_34__real_admission_wage,software_developers,age,age_31_34,real_admission_wage,-3.344754825,adequate,6,1.585345184,3.241766153,4.93010001,6.586520978,-0.2309904618,-0.01175948591,22,4.310370084,0.03279472605,True,False,main_figure_only,"The wage path is shown, but its terminal direction changes under at least one time baseline.",Frozen terminal metric and pre-specified robustness rules; no significance filtering.
software_developers__age__age_35_40__admissions,software_developers,age,age_35_40,admissions,-12.22004784,adequate,6,-27.44558868,-30.8262459,-15.22554085,-18.60619806,,,22,-6.225117283,0.1349249758,True,True,main_text_headline,Age-specific admissions are the pre-specified central comparison; all six cases remain visible.,Frozen terminal metric and pre-specified robustness rules; no significance filtering.
software_developers__age__age_35_40__real_admission_wage,software_developers,age,age_35_40,real_admission_wage,-3.615443183,adequate,6,-0.5039610286,0.1394433945,3.111482154,3.754886577,5.591697755,5.765430185,22,3.837074095,0.02864504129,True,False,main_figure_only,"The wage path is shown, but its terminal direction changes under at least one time baseline.",Frozen terminal metric and pre-specified robustness rules; no significance filtering.
software_developers__age__age_41_49__admissions,software_developers,age,age_41_49,admissions,-2.689243028,adequate,6,-13.88276774,-15.9333872,-11.19352471,-13.24414417,,,22,1.933806023,0.1123988362,True,True,main_text_headline,Age-specific admissions are the pre-specified central comparison; all six cases remain visible.,Frozen terminal metric and pre-specified robustness rules; no significance filtering.
software_developers__age__age_41_49__real_admission_wage,software_developers,age,age_41_49,real_admission_wage,-0.8074841556,adequate,6,0.5584316378,1.088106361,1.365915793,1.895590517,-0.7426273288,-1.602410225,22,4.868324073,0.03458577504,True,False,main_figure_only,"The wage path is shown, but its terminal direction changes under at least one time baseline.",Frozen terminal metric and pre-specified robustness rules; no significance filtering.
software_developers__age__age_50_plus__admissions,software_developers,age,age_50_plus,admissions,-0.7981220657,adequate,6,-15.48676106,-18.96086898,-14.68863899,-18.16274692,,,22,-1.834936342,0.09868671236,True,True,main_text_headline,Age-specific admissions are the pre-specified central comparison; all six cases remain visible.,Frozen terminal metric and pre-specified robustness rules; no significance filtering.
software_developers__age__age_50_plus__real_admission_wage,software_developers,age,age_50_plus,real_admission_wage,-0.9676870553,adequate,6,-0.2249365122,1.054601143,0.7427505431,2.022288198,-0.3552558623,-1.187117676,22,5.281846831,0.03791395442,True,False,main_figure_only,"The wage path is shown, but its terminal direction changes under at least one time baseline.",Frozen terminal metric and pre-specified robustness rules; no significance filtering.
software_developers__education__education_other__admissions,software_developers,education,education_other,admissions,10.38039974,adequate,6,-15.05829819,-18.6569277,-25.43869793,-29.03732745,,,22,5.857054282,0.1064953579,True,False,appendix_only,The demographic dimension does not pass the frozen cross-case mention rule.,Frozen terminal metric and pre-specified robustness rules; no significance filtering.
software_developers__education__education_other__real_admission_wage,software_developers,education,education_other,real_admission_wage,-13.96201718,adequate,6,-13.63581324,-13.37108486,0.326203945,0.5909323275,0.9873163644,0.8415293822,22,3.829618233,0.0445351369,True,True,appendix_only,The demographic dimension does not pass the frozen cross-case mention rule.,Frozen terminal metric and pre-specified robustness rules; no significance filtering.
software_developers__education__higher_education__admissions,software_developers,education,higher_education,admissions,-8.745613042,adequate,6,-24.82069075,-27.98636573,-16.07507771,-19.24075268,,,22,-7.217117335,0.1275273156,True,True,appendix_only,The demographic dimension does not pass the frozen cross-case mention rule.,Frozen terminal metric and pre-specified robustness rules; no significance filtering.
software_developers__education__higher_education__real_admission_wage,software_developers,education,higher_education,real_admission_wage,-2.417024621,adequate,6,0.496567533,1.164073916,2.913592153,3.581098537,1.980726564,2.166189307,22,4.680832888,0.03072417452,True,False,appendix_only,The demographic dimension does not pass the frozen cross-case mention rule.,Frozen terminal metric and pre-specified robustness rules; no significance filtering.
software_developers__overall__all__admissions,software_developers,overall,all,admissions,-5.888867488,adequate,6,-23.27591621,-26.51267146,-17.38704873,-20.62380398,,,22,-5.417968048,0.1194794972,True,True,main_text_context,The case-level summary is stable under both alternative time baselines.,Frozen terminal metric and pre-specified robustness rules; no significance filtering.
software_developers__overall__all__real_admission_wage,software_developers,overall,all,real_admission_wage,-4.879782693,adequate,6,-1.902310837,-1.291337293,2.977471855,3.5884454,1.879155729,1.879155729,22,3.885681045,0.03054711141,True,True,main_text_context,The case-level summary is stable under both alternative time baselines.,Frozen terminal metric and pre-specified robustness rules; no significance filtering.
software_developers__race_color__race_black_combined__admissions,software_developers,race_color,race_black_combined,admissions,23.57244825,adequate,6,-0.7026096931,-4.92971757,-24.27505794,-28.50216582,,,22,-5.148650577,0.1310152685,True,False,main_text_secondary,"This demographic dimension passes the frozen cross-case support, magnitude, and sensitivity rule.",Frozen terminal metric and pre-specified robustness rules; no significance filtering.
software_developers__race_color__race_black_combined__real_admission_wage,software_developers,race_color,race_black_combined,real_admission_wage,-7.629279379,adequate,6,-5.478464397,-4.824784961,2.150814981,2.804494417,4.390106893,4.390106893,22,3.383879343,0.02884897846,True,True,appendix_only,The demographic dimension does not pass the frozen cross-case mention rule.,Frozen terminal metric and pre-specified robustness rules; no significance filtering.
software_developers__race_color__race_white__admissions,software_developers,race_color,race_white,admissions,14.91294,adequate,6,-7.194957864,-11.81029736,-22.10789786,-26.72323736,,,22,-9.490744719,0.1279014708,True,False,main_text_secondary,"This demographic dimension passes the frozen cross-case support, magnitude, and sensitivity rule.",Frozen terminal metric and pre-specified robustness rules; no significance filtering.
software_developers__race_color__race_white__real_admission_wage,software_developers,race_color,race_white,real_admission_wage,-7.739138401,adequate,6,-4.605907937,-4.011794663,3.133230464,3.727343737,0.7952848278,1.071454018,22,4.9039431,0.03885193526,True,True,appendix_only,The demographic dimension does not pass the frozen cross-case mention rule.,Frozen terminal metric and pre-specified robustness rules; no significance filtering.
software_developers__sex__men__admissions,software_developers,sex,men,admissions,-6.22513687,adequate,6,-23.45961203,-26.8749197,-17.23447516,-20.64978283,,,22,-5.755713535,0.1207987537,True,True,appendix_only,The demographic dimension does not pass the frozen cross-case mention rule.,Frozen terminal metric and pre-specified robustness rules; no significance filtering.
software_developers__sex__men__real_admission_wage,software_developers,sex,men,real_admission_wage,-4.866777343,adequate,6,-2.079532427,-1.61023309,2.787244916,3.256544253,2.347680815,2.751672437,22,4.182917466,0.0304371624,True,True,appendix_only,The demographic dimension does not pass the frozen cross-case mention rule.,Frozen terminal metric and pre-specified robustness rules; no significance filtering.
software_developers__sex__women__admissions,software_developers,sex,women,admissions,-4.407426687,adequate,6,-22.47178361,-24.84690786,-18.06435693,-20.43948117,,,22,-3.923626404,0.1171434372,True,True,appendix_only,The demographic dimension does not pass the frozen cross-case mention rule.,Frozen terminal metric and pre-specified robustness rules; no significance filtering.
software_developers__sex__women__real_admission_wage,software_developers,sex,women,real_admission_wage,-4.728577828,adequate,6,-0.8279752799,0.7609058729,3.900602548,5.489483701,-0.4841172716,-0.4875007548,22,2.602040219,0.03651161558,True,False,appendix_only,The demographic dimension does not pass the frozen cross-case mention rule.,Frozen terminal metric and pre-specified robustness rules; no significance filtering.
stock_clerks__age__age_22_25__admissions,stock_clerks,age,age_22_25,admissions,14.30405158,adequate,6,24.50590808,29.94736266,10.2018565,15.64331108,,,22,17.24545048,0.114363122,True,True,main_text_headline,Age-specific admissions are the pre-specified central comparison; all six cases remain visible.,Frozen terminal metric and pre-specified robustness rules; no significance filtering.
stock_clerks__age__age_22_25__real_admission_wage,stock_clerks,age,age_22_25,real_admission_wage,5.691508867,adequate,6,7.903717566,8.725421281,2.2122087,3.033912414,54.99662609,54.99662609,22,-0.719572416,0.01262007056,True,True,main_text_context,The wage direction is stable under both alternative time baselines.,Frozen terminal metric and pre-specified robustness rules; no significance filtering.
stock_clerks__age__age_26_30__admissions,stock_clerks,age,age_26_30,admissions,23.85837353,adequate,6,35.22566211,41.24406918,11.36728858,17.38569565,,,22,17.43719603,0.1109685224,True,True,main_text_headline,Age-specific admissions are the pre-specified central comparison; all six cases remain visible.,Frozen terminal metric and pre-specified robustness rules; no significance filtering.
stock_clerks__age__age_26_30__real_admission_wage,stock_clerks,age,age_26_30,real_admission_wage,5.290473913,adequate,6,7.318267335,8.114239996,2.027793422,2.823766083,-1.900233519,-1.900233519,22,-1.053060953,0.01522480194,True,True,main_text_context,The wage direction is stable under both alternative time baselines.,Frozen terminal metric and pre-specified robustness rules; no significance filtering.
stock_clerks__age__age_31_34__admissions,stock_clerks,age,age_31_34,admissions,23.88724036,adequate,6,34.79205189,39.64666558,10.90481154,15.75942523,,,22,12.94695055,0.09525854291,True,True,main_text_headline,Age-specific admissions are the pre-specified central comparison; all six cases remain visible.,Frozen terminal metric and pre-specified robustness rules; no significance filtering.
stock_clerks__age__age_31_34__real_admission_wage,stock_clerks,age,age_31_34,real_admission_wage,5.440436986,adequate,6,6.724374207,7.221598039,1.283937222,1.781161053,1.738307125,1.738307125,22,-1.531981076,0.01588189919,True,True,main_text_context,The wage direction is stable under both alternative time baselines.,Frozen terminal metric and pre-specified robustness rules; no significance filtering.
stock_clerks__age__age_35_40__admissions,stock_clerks,age,age_35_40,admissions,25.54791667,adequate,6,37.87383776,42.74985145,12.3259211,17.20193478,,,22,14.24821718,0.09968576093,True,True,main_text_headline,Age-specific admissions are the pre-specified central comparison; all six cases remain visible.,Frozen terminal metric and pre-specified robustness rules; no significance filtering.
stock_clerks__age__age_35_40__real_admission_wage,stock_clerks,age,age_35_40,real_admission_wage,4.823269121,adequate,6,5.798887669,6.27440677,0.9756185479,1.451137648,-8.429422474,-8.429422474,22,-1.430977399,0.01598443613,True,True,main_text_context,The wage direction is stable under both alternative time baselines.,Frozen terminal metric and pre-specified robustness rules; no significance filtering.
stock_clerks__age__age_41_49__admissions,stock_clerks,age,age_41_49,admissions,40.41560645,adequate,6,60.03866836,68.59914685,19.62306191,28.18354041,,,22,20.92448871,0.1276418936,True,True,main_text_headline,Age-specific admissions are the pre-specified central comparison; all six cases remain visible.,Frozen terminal metric and pre-specified robustness rules; no significance filtering.
stock_clerks__age__age_41_49__real_admission_wage,stock_clerks,age,age_41_49,real_admission_wage,4.834428881,adequate,6,6.061565094,6.553445088,1.227136213,1.719016207,-12.87852442,-12.87852442,22,-1.796190323,0.01802383938,True,True,main_text_context,The wage direction is stable under both alternative time baselines.,Frozen terminal metric and pre-specified robustness rules; no significance filtering.
stock_clerks__age__age_50_plus__admissions,stock_clerks,age,age_50_plus,admissions,69.27664486,adequate,6,88.76303257,96.72763722,19.4863877,27.45099235,,,22,27.08160708,0.1564398222,True,True,main_text_headline,Age-specific admissions are the pre-specified central comparison; all six cases remain visible.,Frozen terminal metric and pre-specified robustness rules; no significance filtering.
stock_clerks__age__age_50_plus__real_admission_wage,stock_clerks,age,age_50_plus,real_admission_wage,3.082270427,adequate,6,4.441741576,4.786592008,1.359471149,1.704321581,0.7245381901,0.7245381901,22,-1.826681945,0.01832256448,True,True,main_text_context,The wage direction is stable under both alternative time baselines.,Frozen terminal metric and pre-specified robustness rules; no significance filtering.
stock_clerks__education__education_other__admissions,stock_clerks,education,education_other,admissions,31.71342728,adequate,6,40.7442062,45.26343093,9.030778915,13.55000365,,,22,16.04757092,0.1075702432,True,True,appendix_only,The demographic dimension does not pass the frozen cross-case mention rule.,Frozen terminal metric and pre-specified robustness rules; no significance filtering.
stock_clerks__education__education_other__real_admission_wage,stock_clerks,education,education_other,real_admission_wage,4.542800332,adequate,6,7.016444474,7.795645919,2.473644142,3.252845588,6.941758078,6.941758078,22,-0.8098349866,0.01309632402,True,True,appendix_only,The demographic dimension does not pass the frozen cross-case mention rule.,Frozen terminal metric and pre-specified robustness rules; no significance filtering.
stock_clerks__education__higher_education__admissions,stock_clerks,education,higher_education,admissions,30.86073583,adequate,6,38.23217908,43.86381698,7.371443248,13.00308114,,,22,9.531477553,0.09504045729,True,True,appendix_only,The demographic dimension does not pass the frozen cross-case mention rule.,Frozen terminal metric and pre-specified robustness rules; no significance filtering.
stock_clerks__education__higher_education__real_admission_wage,stock_clerks,education,higher_education,real_admission_wage,4.258544076,adequate,6,5.510835927,5.896550801,1.252291851,1.638006726,0.1663701625,0.1663701625,22,-1.147691378,0.01817102888,True,True,appendix_only,The demographic dimension does not pass the frozen cross-case mention rule.,Frozen terminal metric and pre-specified robustness rules; no significance filtering.
stock_clerks__overall__all__admissions,stock_clerks,overall,all,admissions,31.67248098,adequate,6,40.6222493,45.19493846,8.949768321,13.52245748,,,22,15.70620467,0.1062770404,True,True,main_text_context,The case-level summary is stable under both alternative time baselines.,Frozen terminal metric and pre-specified robustness rules; no significance filtering.
stock_clerks__overall__all__real_admission_wage,stock_clerks,overall,all,real_admission_wage,4.524601725,adequate,6,6.924350198,7.686807397,2.399748473,3.162205672,6.560582833,6.560582833,22,-0.873515798,0.01321892491,True,True,main_text_context,The case-level summary is stable under both alternative time baselines.,Frozen terminal metric and pre-specified robustness rules; no significance filtering.
stock_clerks__race_color__race_black_combined__admissions,stock_clerks,race_color,race_black_combined,admissions,88.74447292,adequate,6,107.0646213,116.2452422,18.32014836,27.5007693,,,22,15.2084093,0.1108304153,True,True,main_text_secondary,"This demographic dimension passes the frozen cross-case support, magnitude, and sensitivity rule.",Frozen terminal metric and pre-specified robustness rules; no significance filtering.
stock_clerks__race_color__race_black_combined__real_admission_wage,stock_clerks,race_color,race_black_combined,real_admission_wage,6.174766553,adequate,6,8.378113152,9.163023179,2.203346599,2.988256626,12.53400364,12.53400364,22,-0.4927866654,0.01295461299,True,True,appendix_only,The demographic dimension does not pass the frozen cross-case mention rule.,Frozen terminal metric and pre-specified robustness rules; no significance filtering.
stock_clerks__race_color__race_white__admissions,stock_clerks,race_color,race_white,admissions,68.40316295,adequate,6,69.37149559,70.9753918,0.9683326397,2.572228849,,,22,4.043645336,0.08767202617,True,True,main_text_secondary,"This demographic dimension passes the frozen cross-case support, magnitude, and sensitivity rule.",Frozen terminal metric and pre-specified robustness rules; no significance filtering.
stock_clerks__race_color__race_white__real_admission_wage,stock_clerks,race_color,race_white,real_admission_wage,3.623413628,adequate,6,6.716980343,7.531959643,3.093566715,3.908546015,0.3523763786,0.3523763786,22,-0.8570044049,0.01433444182,True,True,appendix_only,The demographic dimension does not pass the frozen cross-case mention rule.,Frozen terminal metric and pre-specified robustness rules; no significance filtering.
stock_clerks__sex__men__admissions,stock_clerks,sex,men,admissions,30.68266823,adequate,6,36.97803565,40.68597776,6.295367424,10.00330954,,,22,13.85823447,0.09625502731,True,True,appendix_only,The demographic dimension does not pass the frozen cross-case mention rule.,Frozen terminal metric and pre-specified robustness rules; no significance filtering.
stock_clerks__sex__men__real_admission_wage,stock_clerks,sex,men,real_admission_wage,4.812284882,adequate,6,7.013241754,7.751123822,2.200956872,2.93883894,7.341331722,7.341331722,22,-0.8734541992,0.01306938444,True,True,appendix_only,The demographic dimension does not pass the frozen cross-case mention rule.,Frozen terminal metric and pre-specified robustness rules; no significance filtering.
stock_clerks__sex__women__admissions,stock_clerks,sex,women,admissions,34.68557662,adequate,6,52.61464305,60.41694083,17.92906643,25.73136421,,,22,22.27071838,0.1526207397,True,True,appendix_only,The demographic dimension does not pass the frozen cross-case mention rule.,Frozen terminal metric and pre-specified robustness rules; no significance filtering.
stock_clerks__sex__women__real_admission_wage,stock_clerks,sex,women,real_admission_wage,3.741706225,adequate,6,7.150386699,8.111159921,3.408680474,4.369453696,4.348144052,4.348144052,22,-0.5584598011,0.01713201439,True,True,appendix_only,The demographic dimension does not pass the frozen cross-case mention rule.,Frozen terminal metric and pre-specified robustness rules; no significance filtering.
