row_id	claim_id	occurrence_id	citation_key	prior_row_id	prior_claim_id	prior_occurrence_id	reconciliation_status	matching_basis	current_source_sha256	prior_source_sha256	claim_text_sha256
ROW-CUR-0067	CLM-CUR-057	CIT-CUR-015	eloundou_gpts_2023	ROW-0069	CLM-057	CIT-014	REAUDITED_TEXT_CHANGED	EXACT_CLAIM_TEXT_CHANGED_EXCERPT	af3edd4efc120c70f0e2e6dc7a4e314a41f1b9eb5a7e88bc25533db631f79632	af3edd4efc120c70f0e2e6dc7a4e314a41f1b9eb5a7e88bc25533db631f79632	1fea6c3bac5efc7b31e7c1e1ace928669fdd6c63f987d00f7b521ee14ec84248
ROW-CUR-0068	CLM-CUR-058	CIT-CUR-015	eloundou_gpts_2023	ROW-0070	CLM-058	CIT-014	REAUDITED_TEXT_CHANGED	EXACT_CLAIM_TEXT_CHANGED_EXCERPT	af3edd4efc120c70f0e2e6dc7a4e314a41f1b9eb5a7e88bc25533db631f79632	af3edd4efc120c70f0e2e6dc7a4e314a41f1b9eb5a7e88bc25533db631f79632	388f69735dae104cacb8f1676498499231d1b48cb4352ecba7895a2f8c42bc3d
ROW-CUR-0069	CLM-CUR-059	CIT-CUR-015	eloundou_gpts_2023	ROW-0071	CLM-059	CIT-014	REAUDITED_TEXT_CHANGED	EXACT_CLAIM_TEXT_CHANGED_EXCERPT	af3edd4efc120c70f0e2e6dc7a4e314a41f1b9eb5a7e88bc25533db631f79632	af3edd4efc120c70f0e2e6dc7a4e314a41f1b9eb5a7e88bc25533db631f79632	6be30e44fea020f42bbbba0f098441ccc907298ebef0568d9b9dd2f26920f6f7
ROW-CUR-0070	CLM-CUR-060	CIT-CUR-015	eloundou_gpts_2023	ROW-0072	CLM-060	CIT-014	REAUDITED_TEXT_CHANGED	EXACT_CLAIM_TEXT_CHANGED_EXCERPT	af3edd4efc120c70f0e2e6dc7a4e314a41f1b9eb5a7e88bc25533db631f79632	af3edd4efc120c70f0e2e6dc7a4e314a41f1b9eb5a7e88bc25533db631f79632	b8e49bc666849f800c1fcfb491abdae5c84204ccf2fce862c31f3dd356cd2525
ROW-CUR-0071	CLM-CUR-061	CIT-CUR-015	eloundou_gpts_2023	ROW-0073	CLM-061	CIT-014	REAUDITED_TEXT_CHANGED	EXACT_CLAIM_TEXT_CHANGED_EXCERPT	af3edd4efc120c70f0e2e6dc7a4e314a41f1b9eb5a7e88bc25533db631f79632	af3edd4efc120c70f0e2e6dc7a4e314a41f1b9eb5a7e88bc25533db631f79632	7a3495369158c171c409cc82e493afd06b5e665f8898669d96d044408aba5ab0
ROW-CUR-0072	CLM-CUR-062	CIT-CUR-015	eloundou_gpts_2023	ROW-0074	CLM-062	CIT-014	REAUDITED_TEXT_CHANGED	EXACT_CLAIM_TEXT_CHANGED_EXCERPT	af3edd4efc120c70f0e2e6dc7a4e314a41f1b9eb5a7e88bc25533db631f79632	af3edd4efc120c70f0e2e6dc7a4e314a41f1b9eb5a7e88bc25533db631f79632	5dea0176939686b2076d8634bf702646e9eb2c6449257a6e9c4df8c0313a9021
ROW-CUR-0073	CLM-CUR-063	CIT-CUR-015	eloundou_gpts_2023				AUDITED_NEW	NONE	af3edd4efc120c70f0e2e6dc7a4e314a41f1b9eb5a7e88bc25533db631f79632		7213125de322644b10442b1a59c14d9e2978d053c400c78cef429e8daf2787fc
ROW-CUR-0074	CLM-CUR-064	CIT-CUR-015	eloundou_gpts_2023	ROW-0077	CLM-065	CIT-014	REAUDITED_TEXT_CHANGED	EXACT_CLAIM_TEXT_CHANGED_EXCERPT	af3edd4efc120c70f0e2e6dc7a4e314a41f1b9eb5a7e88bc25533db631f79632	af3edd4efc120c70f0e2e6dc7a4e314a41f1b9eb5a7e88bc25533db631f79632	c0cd05a927e8f9897586fea6688bb4011b60c0bae8a0c44544331790bccdaaa7
ROW-CUR-0075	CLM-CUR-065	CIT-CUR-015	eloundou_gpts_2023	ROW-0078	CLM-066	CIT-014	REAUDITED_TEXT_CHANGED	EXACT_CLAIM_TEXT_CHANGED_EXCERPT	af3edd4efc120c70f0e2e6dc7a4e314a41f1b9eb5a7e88bc25533db631f79632	af3edd4efc120c70f0e2e6dc7a4e314a41f1b9eb5a7e88bc25533db631f79632	6c4b5badca2145d0d4aad07e684f4483075924bf247f2974ee41656fd92ec50c
ROW-CUR-0076	CLM-CUR-066	CIT-CUR-016	benitez_mirror_2024	ROW-0079	CLM-067	CIT-015	REAUDITED_TEXT_CHANGED	EXACT_CLAIM_TEXT_CHANGED_EXCERPT	8847920fa160282c8ba5b5f456f35b24669a7e19dd8a655e2a801b265efb5fda	8847920fa160282c8ba5b5f456f35b24669a7e19dd8a655e2a801b265efb5fda	5a124515c4b7ee23cc84c47030b8c23e39008c42ee25f7fa61a64b1e4cfd5d30
ROW-CUR-0077	CLM-CUR-067	CIT-CUR-016	benitez_mirror_2024				AUDITED_NEW	NONE	8847920fa160282c8ba5b5f456f35b24669a7e19dd8a655e2a801b265efb5fda		c1727cc80b7d8b7597c93a04873c46de66cdb7b1d71a46743130d952bca6da0d
ROW-CUR-0078	CLM-CUR-068	CIT-CUR-016	benitez_mirror_2024				AUDITED_NEW	NONE	8847920fa160282c8ba5b5f456f35b24669a7e19dd8a655e2a801b265efb5fda		f8b3aa0963c9d2b68196cb27c902bf4f5dc18e4bccb075e9a1d2fbb960737b9e
ROW-CUR-0079	CLM-CUR-069	CIT-CUR-016	benitez_mirror_2024	ROW-0081	CLM-069	CIT-015	REAUDITED_TEXT_CHANGED	EXACT_CLAIM_TEXT_CHANGED_EXCERPT	8847920fa160282c8ba5b5f456f35b24669a7e19dd8a655e2a801b265efb5fda	8847920fa160282c8ba5b5f456f35b24669a7e19dd8a655e2a801b265efb5fda	28b4bcad7a0570c335d1dc66d3e577a6e6fc118f6c8289c8ebbb0414a09cfc01
ROW-CUR-0080	CLM-CUR-070	CIT-CUR-016	benitez_mirror_2024				AUDITED_NEW	NONE	8847920fa160282c8ba5b5f456f35b24669a7e19dd8a655e2a801b265efb5fda		dfe82066d2eb2ae861d25b916f7278f43c84aec94d7faf20bbcb734adffbf824
ROW-CUR-0081	CLM-CUR-071	CIT-CUR-016	benitez_mirror_2024				AUDITED_NEW	NONE	8847920fa160282c8ba5b5f456f35b24669a7e19dd8a655e2a801b265efb5fda		8cca591c35e7ea20fddbd848c63f4b0b0b1b300a3f5d9ba6806fc20e80c2056b
ROW-CUR-0082	CLM-CUR-072	CIT-CUR-016	benitez_mirror_2024				AUDITED_NEW	NONE	8847920fa160282c8ba5b5f456f35b24669a7e19dd8a655e2a801b265efb5fda		a7a2ef78883e9d1421944154b72d19551e2ec137849be7a2960935afbd51b69b
ROW-CUR-0083	CLM-CUR-073	CIT-CUR-016	benitez_mirror_2024	ROW-0084	CLM-072	CIT-015	REAUDITED_TEXT_CHANGED	EXACT_CLAIM_TEXT_CHANGED_EXCERPT	8847920fa160282c8ba5b5f456f35b24669a7e19dd8a655e2a801b265efb5fda	8847920fa160282c8ba5b5f456f35b24669a7e19dd8a655e2a801b265efb5fda	ec1680db6a44936cfc51ebc9b05fb3880b7291de455b51b2af2c69ec75a3a6ce
ROW-CUR-0084	CLM-CUR-074	CIT-CUR-016	benitez_mirror_2024	ROW-0085	CLM-073	CIT-015	REAUDITED_TEXT_CHANGED	EXACT_CLAIM_TEXT_CHANGED_EXCERPT	8847920fa160282c8ba5b5f456f35b24669a7e19dd8a655e2a801b265efb5fda	8847920fa160282c8ba5b5f456f35b24669a7e19dd8a655e2a801b265efb5fda	b8fd664058565c693c6146b6faf18649ae4a4e2758461287d37221e1d1cbef26
ROW-CUR-0085	CLM-CUR-075	CIT-CUR-017	appel_anthropic_2026	ROW-0086	CLM-074	CIT-016	REAUDITED_TEXT_CHANGED	EXACT_CLAIM_TEXT_CHANGED_EXCERPT	456274578d26ae653c43eabf560dd8b9018130f2a6ac10a921689a57d7c76d9a	456274578d26ae653c43eabf560dd8b9018130f2a6ac10a921689a57d7c76d9a	537a09c08497192e6a96cb9219bd365985c278899d34e10f1bd43646e2098a6b
ROW-CUR-0086	CLM-CUR-076	CIT-CUR-017	appel_anthropic_2026	ROW-0087	CLM-075	CIT-016	REAUDITED_TEXT_CHANGED	EXACT_CLAIM_TEXT_CHANGED_EXCERPT	456274578d26ae653c43eabf560dd8b9018130f2a6ac10a921689a57d7c76d9a	456274578d26ae653c43eabf560dd8b9018130f2a6ac10a921689a57d7c76d9a	13fce6692d500a6744ca9a2c5bf1ff782a3cc393d398bd51e7b93e6d5112ff30
ROW-CUR-0087	CLM-CUR-077	CIT-CUR-017	appel_anthropic_2026	ROW-0088	CLM-076	CIT-016	REAUDITED_TEXT_CHANGED	EXACT_CLAIM_TEXT_CHANGED_EXCERPT	456274578d26ae653c43eabf560dd8b9018130f2a6ac10a921689a57d7c76d9a	456274578d26ae653c43eabf560dd8b9018130f2a6ac10a921689a57d7c76d9a	a7edf2fa81ea18a93562606573e5edd6f2a8266109f34adeb0deac158e773eb9
ROW-CUR-0088	CLM-CUR-078	CIT-CUR-017	appel_anthropic_2026	ROW-0089	CLM-077	CIT-016	REAUDITED_TEXT_CHANGED	EXACT_CLAIM_TEXT_CHANGED_EXCERPT	456274578d26ae653c43eabf560dd8b9018130f2a6ac10a921689a57d7c76d9a	456274578d26ae653c43eabf560dd8b9018130f2a6ac10a921689a57d7c76d9a	03e04302e0c035479b8b80e39e8885be5b84bc263ef139bc346eda844868cc12
ROW-CUR-0089	CLM-CUR-079	CIT-CUR-017	appel_anthropic_2026	ROW-0090	CLM-078	CIT-016	REAUDITED_TEXT_CHANGED	EXACT_CLAIM_TEXT_CHANGED_EXCERPT	456274578d26ae653c43eabf560dd8b9018130f2a6ac10a921689a57d7c76d9a	456274578d26ae653c43eabf560dd8b9018130f2a6ac10a921689a57d7c76d9a	b199b613b45caefa49586c4f277f20ec398c761d0a5b9518b95427b81e9b8d81
ROW-CUR-0090	CLM-CUR-080	CIT-CUR-017	appel_anthropic_2026	ROW-0091	CLM-079	CIT-016	REAUDITED_TEXT_CHANGED	EXACT_CLAIM_TEXT_CHANGED_EXCERPT	456274578d26ae653c43eabf560dd8b9018130f2a6ac10a921689a57d7c76d9a	456274578d26ae653c43eabf560dd8b9018130f2a6ac10a921689a57d7c76d9a	1190777f7b3bdec50db3d80751054f024fa21dd9cddefa13e1a3061369c6002a
ROW-CUR-0091	CLM-CUR-081	CIT-CUR-017	appel_anthropic_2026	ROW-0092	CLM-080	CIT-016	REAUDITED_TEXT_CHANGED	EXACT_CLAIM_TEXT_CHANGED_EXCERPT	456274578d26ae653c43eabf560dd8b9018130f2a6ac10a921689a57d7c76d9a	456274578d26ae653c43eabf560dd8b9018130f2a6ac10a921689a57d7c76d9a	1de7c384258f2913c9942658058b3eea32ec509f60e43727dc77f2e36da91fe8
ROW-CUR-0092	CLM-CUR-082	CIT-CUR-018	gmyrek_generative_2025	ROW-0093	CLM-081	CIT-017	REAUDITED_TEXT_CHANGED	EXACT_CLAIM_TEXT_CHANGED_EXCERPT	9077761c72aabaa3c7ee70999ec5aa46a6afcf943b5fb01baa971f601d363ee9	9077761c72aabaa3c7ee70999ec5aa46a6afcf943b5fb01baa971f601d363ee9	76cff09c3d8ee9dbd71d98a81915bf668f5f4d8acee3dc7df2bd0cc2febaeb9c
ROW-CUR-0093	CLM-CUR-083	CIT-CUR-018	gmyrek_generative_2025	ROW-0094	CLM-082	CIT-017	REAUDITED_TEXT_CHANGED	EXACT_CLAIM_TEXT_CHANGED_EXCERPT	9077761c72aabaa3c7ee70999ec5aa46a6afcf943b5fb01baa971f601d363ee9	9077761c72aabaa3c7ee70999ec5aa46a6afcf943b5fb01baa971f601d363ee9	54a6324244ba366f5233aaa1e9215bdf4df77d881e3d26de4acaf22d4ad31363
ROW-CUR-0094	CLM-CUR-084	CIT-CUR-018	gmyrek_generative_2025	ROW-0095	CLM-083	CIT-017	REAUDITED_TEXT_CHANGED	EXACT_CLAIM_TEXT_CHANGED_EXCERPT	9077761c72aabaa3c7ee70999ec5aa46a6afcf943b5fb01baa971f601d363ee9	9077761c72aabaa3c7ee70999ec5aa46a6afcf943b5fb01baa971f601d363ee9	1f0ca257357805f36f82d6c1d5a3f60b0484a66b5e5e305488806730ec806410
ROW-CUR-0095	CLM-CUR-085	CIT-CUR-018	gmyrek_generative_2025				AUDITED_NEW	NONE	9077761c72aabaa3c7ee70999ec5aa46a6afcf943b5fb01baa971f601d363ee9		b1ecb3f1cc8314a93fd91228fc823910f278405dbb33ed607de7133161037971
ROW-CUR-0096	CLM-CUR-086	CIT-CUR-018	gmyrek_generative_2025				AUDITED_NEW	NONE	9077761c72aabaa3c7ee70999ec5aa46a6afcf943b5fb01baa971f601d363ee9		1bdea74c5af68cce58e26197cdc1eba57092699d76b69dca75c764b4a5724006
ROW-CUR-0097	CLM-CUR-087	CIT-CUR-018	gmyrek_generative_2025	ROW-0098	CLM-086	CIT-017	REAUDITED_TEXT_CHANGED	EXACT_CLAIM_TEXT_CHANGED_EXCERPT	9077761c72aabaa3c7ee70999ec5aa46a6afcf943b5fb01baa971f601d363ee9	9077761c72aabaa3c7ee70999ec5aa46a6afcf943b5fb01baa971f601d363ee9	83d162b77465f2dc455871cd2a29eedfb62dfeff980171881dd81561f78d1a58
ROW-CUR-0098	CLM-CUR-088	CIT-CUR-018	gmyrek_generative_2025	ROW-0099	CLM-087	CIT-017	REAUDITED_TEXT_CHANGED	EXACT_CLAIM_TEXT_CHANGED_EXCERPT	9077761c72aabaa3c7ee70999ec5aa46a6afcf943b5fb01baa971f601d363ee9	9077761c72aabaa3c7ee70999ec5aa46a6afcf943b5fb01baa971f601d363ee9	f9ed309b20554196d618549fefe461e384f8a57c00403fdcecb51fc3fc95ea32
ROW-CUR-0099	CLM-CUR-089	CIT-CUR-018	gmyrek_generative_2025	ROW-0100	CLM-088	CIT-017	REAUDITED_TEXT_CHANGED	EXACT_CLAIM_TEXT_CHANGED_EXCERPT	9077761c72aabaa3c7ee70999ec5aa46a6afcf943b5fb01baa971f601d363ee9	9077761c72aabaa3c7ee70999ec5aa46a6afcf943b5fb01baa971f601d363ee9	1b990a6f4b5524e9cbc054298f06fadddbe5c3ccd57d39cd0f2e3d2654f04015
ROW-CUR-0100	CLM-CUR-090	CIT-CUR-018	gmyrek_generative_2025	ROW-0101	CLM-089	CIT-017	REAUDITED_TEXT_CHANGED	EXACT_CLAIM_TEXT_CHANGED_EXCERPT	9077761c72aabaa3c7ee70999ec5aa46a6afcf943b5fb01baa971f601d363ee9	9077761c72aabaa3c7ee70999ec5aa46a6afcf943b5fb01baa971f601d363ee9	9313a25eb0e91756f8ca902da67078d4000992192c4f7ef5e4c589f85660b457
ROW-CUR-0101	CLM-CUR-091	CIT-CUR-019	gmyrek_generative_2025	ROW-0102	CLM-090	CIT-018	REAUDITED_TEXT_CHANGED	EXACT_CLAIM_TEXT_CHANGED_EXCERPT	9077761c72aabaa3c7ee70999ec5aa46a6afcf943b5fb01baa971f601d363ee9	9077761c72aabaa3c7ee70999ec5aa46a6afcf943b5fb01baa971f601d363ee9	75d59c8cf98b4b6055fc2c8209600590467c2a48521bd1a41e23317eb4a50662
ROW-CUR-0102	CLM-CUR-092	CIT-CUR-019	gmyrek_generative_2025	ROW-0103	CLM-091	CIT-018	REAUDITED_TEXT_CHANGED	EXACT_CLAIM_TEXT_CHANGED_EXCERPT	9077761c72aabaa3c7ee70999ec5aa46a6afcf943b5fb01baa971f601d363ee9	9077761c72aabaa3c7ee70999ec5aa46a6afcf943b5fb01baa971f601d363ee9	eb302fed50c528b9fa6ac6f785ffafe9d015bb6374893e97d714fc64e5ddca52
ROW-CUR-0103	CLM-CUR-093	CIT-CUR-019	gmyrek_generative_2025				AUDITED_NEW	NONE	9077761c72aabaa3c7ee70999ec5aa46a6afcf943b5fb01baa971f601d363ee9		b8ea83ea988ab57927ea1b00249bc0c928975397ba626c4fefbac26770cac11a
ROW-CUR-0104	CLM-CUR-094	CIT-CUR-020	gmyrek_generative_2025	ROW-0105	CLM-093	CIT-019	REAUDITED_TEXT_CHANGED	EXACT_CLAIM_TEXT_CHANGED_EXCERPT	9077761c72aabaa3c7ee70999ec5aa46a6afcf943b5fb01baa971f601d363ee9	9077761c72aabaa3c7ee70999ec5aa46a6afcf943b5fb01baa971f601d363ee9	f6abf80b0c96b9e23fd6288737824c122af6f0067ac77c862bc2c682b43f11d2
ROW-CUR-0105	CLM-CUR-095	CIT-CUR-021	gmyrek_generative_2025	ROW-0106	CLM-094	CIT-020	REAUDITED_TEXT_CHANGED	EXACT_CLAIM_TEXT_CHANGED_EXCERPT	9077761c72aabaa3c7ee70999ec5aa46a6afcf943b5fb01baa971f601d363ee9	9077761c72aabaa3c7ee70999ec5aa46a6afcf943b5fb01baa971f601d363ee9	1adccfe3bf093076266bf1c47e32db3046bde5801f6e3732d9123ca1fdef8b30
ROW-CUR-0106	CLM-CUR-096	CIT-CUR-022	brasil_decreto_12342_2024	ROW-0107	CLM-095	CIT-021	REAUDITED_TEXT_CHANGED	EXACT_CLAIM_TEXT_CHANGED_EXCERPT	fbca3b79c71a174e6f2ad1c66bd2b2fa03a966a4737917191f5450e443cd52e4	fbca3b79c71a174e6f2ad1c66bd2b2fa03a966a4737917191f5450e443cd52e4	3a901daafac9ec8f00fdf7782849aa5cc8aec81d43393da1cd568644030a1756
ROW-CUR-0107	CLM-CUR-097	CIT-CUR-023	osorio_o_2003	ROW-0108	CLM-096	CIT-022	REUSED_EXACT	EXACT_CLAIM_AND_EXCERPT	a079112c1d4c560fe7c8ba01a49bf4feee1360e6d0d4d8a6158ee1a69722d80d	a079112c1d4c560fe7c8ba01a49bf4feee1360e6d0d4d8a6158ee1a69722d80d	d44d1038e0b5742a012b4c5ba9ed30a33f2626538e9e405641f52e8ec5beed5e
ROW-CUR-0108	CLM-CUR-098	CIT-CUR-024	brynjolfsson_canaries_2025	ROW-0109	CLM-097	CIT-023	REAUDITED_TEXT_AND_SOURCE_CHANGED	EXACT_CLAIM_TEXT_CHANGED_EXCERPT	3b342bf604ed5c8fad8a232c9879345bcb7b71583f33d2acead28d531467a188	75012cdca09a734e64e6dd75e635551286549343dd7549252284dea9dc454a7d	fbdb242cb0e3b87b671d37ff1c8c68def4e88210e6c0aac21d01dd2c920a02f1
ROW-CUR-0109	CLM-CUR-099	CIT-CUR-025	brynjolfsson_canaries_2025				AUDITED_NEW	NONE	3b342bf604ed5c8fad8a232c9879345bcb7b71583f33d2acead28d531467a188		a3a8d1f6566225fe26553cdb0df6cebdf7f231a32e43bb1ba861ff489d2a5fdb
ROW-CUR-0110	CLM-CUR-100	CIT-CUR-025	brynjolfsson_canaries_2025				AUDITED_NEW	NONE	3b342bf604ed5c8fad8a232c9879345bcb7b71583f33d2acead28d531467a188		cce385f3da792c95ccb0c7c4f3ed0f7d612d048f0fab801e2edb4a39dadafc14
ROW-CUR-0111	CLM-CUR-101	CIT-CUR-025	brynjolfsson_canaries_2025				AUDITED_NEW	NONE	3b342bf604ed5c8fad8a232c9879345bcb7b71583f33d2acead28d531467a188		7062345e5b84709bb7653fbd440635f821d189fde2f9db764de7cc4f9aa00b18
ROW-CUR-0112	CLM-CUR-102	CIT-CUR-026	brynjolfsson_canaries_2025	ROW-0116	CLM-104	CIT-025	REAUDITED_TEXT_AND_SOURCE_CHANGED	EXACT_CLAIM_TEXT_CHANGED_EXCERPT	3b342bf604ed5c8fad8a232c9879345bcb7b71583f33d2acead28d531467a188	75012cdca09a734e64e6dd75e635551286549343dd7549252284dea9dc454a7d	1a89c0e9669e49177dec3a657bd4a690cd5014c82f26a5e2aee324bc9126959e
ROW-CUR-0113	CLM-CUR-103	CIT-CUR-026	brynjolfsson_canaries_2025	ROW-0117	CLM-105	CIT-025	REAUDITED_TEXT_AND_SOURCE_CHANGED	EXACT_CLAIM_TEXT_CHANGED_EXCERPT	3b342bf604ed5c8fad8a232c9879345bcb7b71583f33d2acead28d531467a188	75012cdca09a734e64e6dd75e635551286549343dd7549252284dea9dc454a7d	8a226e13fe9655780f139cc4dd6a7247d7478b36ab5d7bfa20f5a18ec21b009d
ROW-CUR-0114	CLM-CUR-104	CIT-CUR-026	brynjolfsson_canaries_2025	ROW-0118	CLM-106	CIT-025	REAUDITED_TEXT_AND_SOURCE_CHANGED	EXACT_CLAIM_TEXT_CHANGED_EXCERPT	3b342bf604ed5c8fad8a232c9879345bcb7b71583f33d2acead28d531467a188	75012cdca09a734e64e6dd75e635551286549343dd7549252284dea9dc454a7d	b0dab747fe5addebbb385cbd2379686269ccc4fb94c6cc5925c882581edb608e
ROW-CUR-0115	CLM-CUR-105	CIT-CUR-026	brynjolfsson_canaries_2025	ROW-0119	CLM-107	CIT-025	REAUDITED_TEXT_AND_SOURCE_CHANGED	EXACT_CLAIM_TEXT_CHANGED_EXCERPT	3b342bf604ed5c8fad8a232c9879345bcb7b71583f33d2acead28d531467a188	75012cdca09a734e64e6dd75e635551286549343dd7549252284dea9dc454a7d	607a5c639b8b8cf8f9f77447b92e25f7d9ba9d9cba0d4e09b8e45c541529d549
ROW-CUR-0116	CLM-CUR-106	CIT-CUR-026	brynjolfsson_canaries_2025	ROW-0120	CLM-108	CIT-025	REAUDITED_TEXT_AND_SOURCE_CHANGED	EXACT_CLAIM_TEXT_CHANGED_EXCERPT	3b342bf604ed5c8fad8a232c9879345bcb7b71583f33d2acead28d531467a188	75012cdca09a734e64e6dd75e635551286549343dd7549252284dea9dc454a7d	f3008d59bb60cbe5054438b48c02d1ae15b87a7458b85e6c21532b41f6b89d36
ROW-CUR-0117	CLM-CUR-107	CIT-CUR-026	brynjolfsson_canaries_2025				AUDITED_NEW	NONE	3b342bf604ed5c8fad8a232c9879345bcb7b71583f33d2acead28d531467a188		52520d25f835967353d70f9030c7f54adbc08bcde02095cb9562fa6341e53732
ROW-CUR-0118	CLM-CUR-108	CIT-CUR-026	brynjolfsson_canaries_2025				AUDITED_NEW	NONE	3b342bf604ed5c8fad8a232c9879345bcb7b71583f33d2acead28d531467a188		6735d7ec40a21778debd31cad0e481d1da278394b077d5fa283872811b83ac5a
ROW-CUR-0119	CLM-CUR-109	CIT-CUR-027	brynjolfsson_canaries_2025	ROW-0125	CLM-113	CIT-026	REAUDITED_TEXT_AND_SOURCE_CHANGED	EXACT_CLAIM_TEXT_CHANGED_EXCERPT	3b342bf604ed5c8fad8a232c9879345bcb7b71583f33d2acead28d531467a188	75012cdca09a734e64e6dd75e635551286549343dd7549252284dea9dc454a7d	36b947568dfd0b149f565c17b02de31f1e06e7180f0736f11efff0f03abcbe9c
ROW-CUR-0120	CLM-CUR-110	CIT-CUR-028	humlum_still_2025				AUDITED_NEW	NONE	eb5765a77d38f7e0d66e906252ecb721aaa888f6ba3540913e3cb31edcb91807		e28190c44a6cdcffccb89867cd002774bbfa22b6ab2717ce2452c561e2d44dc5
ROW-CUR-0121	CLM-CUR-111	CIT-CUR-028	humlum_still_2025				AUDITED_NEW	NONE	eb5765a77d38f7e0d66e906252ecb721aaa888f6ba3540913e3cb31edcb91807		960ef3b7b491835f24a24e201338efffa24e5199bd015d87a0fbe3bb0f5d21f2
ROW-CUR-0122	CLM-CUR-112	CIT-CUR-029	goodman_bacon_difference_2021				AUDITED_NEW	NONE	4f877146cba18f2d19781e2e5ea0be9275d698ef1295f166f7d1778bfc1e17fc		3f97d45a08ad14b12954b5f28714e97eb9a5e00e97b1f48ecefd621812ead3e7
ROW-CUR-0123	CLM-CUR-112	CIT-CUR-030	callaway_difference_2021				AUDITED_NEW	NONE	88cdd094589af58608a0d6675a00b57f36c8583d5f1e40e892e06a700307867f		510545ba27ddea81feb6d570126571e6b4a0fc543c38c7ce144ef3102ab73cdc
ROW-CUR-0124	CLM-CUR-112	CIT-CUR-031	sun_estimating_2021				AUDITED_NEW	NONE	4562d82bed76a712e3a1fe1831beb8a38962062524fa36483875ba5fe059bc9c		8c9242672639d191e98e08db75b8117df4706b26d7a4409af41bc1250d7028cf
ROW-CUR-0125	CLM-CUR-112	CIT-CUR-032	de_chaisemartin_two-way_2020				AUDITED_NEW	NONE	ddc65e7599d8364181fd84d388ec543d57bfa51c2e66d50777af7ebac2aba3c4		8544e2328648d8ddea339569bb15b8e4fddc523bad468d5b51d8095aa6aeface
ROW-CUR-0126	CLM-CUR-113	CIT-CUR-029	goodman_bacon_difference_2021				AUDITED_NEW	NONE	4f877146cba18f2d19781e2e5ea0be9275d698ef1295f166f7d1778bfc1e17fc		8489034409d457ab3f45d9b65b1eae3093e42735c84a549c58a0dff5671bbb1c
ROW-CUR-0127	CLM-CUR-113	CIT-CUR-030	callaway_difference_2021				AUDITED_NEW	NONE	88cdd094589af58608a0d6675a00b57f36c8583d5f1e40e892e06a700307867f		311f454beb89cc788cecc447e08d0b44941f100ec27f619e7b08acdaf1477273
ROW-CUR-0128	CLM-CUR-113	CIT-CUR-031	sun_estimating_2021				AUDITED_NEW	NONE	4562d82bed76a712e3a1fe1831beb8a38962062524fa36483875ba5fe059bc9c		87f05a63a7ddf5133121208119e231b0e55a90fc21fa1ac0a20ee42557b8d1b3
ROW-CUR-0129	CLM-CUR-113	CIT-CUR-032	de_chaisemartin_two-way_2020				AUDITED_NEW	NONE	ddc65e7599d8364181fd84d388ec543d57bfa51c2e66d50777af7ebac2aba3c4		e07cee76edee903d6ec2d9e9722c99cf3d712812736edd698969a9725c5ed085
ROW-CUR-0130	CLM-CUR-114	CIT-CUR-029	goodman_bacon_difference_2021				AUDITED_NEW	NONE	4f877146cba18f2d19781e2e5ea0be9275d698ef1295f166f7d1778bfc1e17fc		d6206aaa545136256ddb4edd2b7ff6ec025d457bbf874ea0294735860ab32c83
ROW-CUR-0131	CLM-CUR-114	CIT-CUR-030	callaway_difference_2021				AUDITED_NEW	NONE	88cdd094589af58608a0d6675a00b57f36c8583d5f1e40e892e06a700307867f		17c56d06b08695d1c24d6d6c47691edc1542b2b7c1dc8b77a2de35c024dbb164
ROW-CUR-0132	CLM-CUR-114	CIT-CUR-031	sun_estimating_2021				AUDITED_NEW	NONE	4562d82bed76a712e3a1fe1831beb8a38962062524fa36483875ba5fe059bc9c		c8f417f25cfea6db56aecaf53d2e941a538bae5067af765aaada413e5ae1bbcb
ROW-CUR-0133	CLM-CUR-114	CIT-CUR-032	de_chaisemartin_two-way_2020				AUDITED_NEW	NONE	ddc65e7599d8364181fd84d388ec543d57bfa51c2e66d50777af7ebac2aba3c4		3053b6526db41e2f748fef8e982e9ff40067965c78d938667e6f8be0687533c3
ROW-CUR-0134	CLM-CUR-115	CIT-CUR-029	goodman_bacon_difference_2021				AUDITED_NEW	NONE	4f877146cba18f2d19781e2e5ea0be9275d698ef1295f166f7d1778bfc1e17fc		9f14d4d5542f791a84e4aaedffe5bf2370000f2f7fbab54c6c7df1205e56d105
ROW-CUR-0135	CLM-CUR-115	CIT-CUR-030	callaway_difference_2021				AUDITED_NEW	NONE	88cdd094589af58608a0d6675a00b57f36c8583d5f1e40e892e06a700307867f		94c8960bfa82711cb4b7bf730aa7043d39ec265f715632d18e456a30d15552bb
ROW-CUR-0136	CLM-CUR-115	CIT-CUR-031	sun_estimating_2021				AUDITED_NEW	NONE	4562d82bed76a712e3a1fe1831beb8a38962062524fa36483875ba5fe059bc9c		797e52e2b93638c12026098553ac513d6f0dc07d503ee33d186518191db48853
ROW-CUR-0137	CLM-CUR-115	CIT-CUR-032	de_chaisemartin_two-way_2020				AUDITED_NEW	NONE	ddc65e7599d8364181fd84d388ec543d57bfa51c2e66d50777af7ebac2aba3c4		15c5bf2497e6fc5e294a7e97b44f8d658400bf2f6b516a3716fd73663f16b9cf
