current_row_id	current_claim_id	current_occurrence_id	citation_key	prior_row_id	prior_claim_id	prior_occurrence_id	reconciliation_status	matching_basis	current_source_sha256	prior_source_sha256	claim_text_sha256	source_excerpt_sha256
ROW-REV-0063	CLM-REV-055	CIT-REV-015	eloundou_gpts_2023				AUDITED_NEW_OR_REWRITTEN	NO_EXACT_PRIOR_CLAIM_MATCH	af3edd4efc120c70f0e2e6dc7a4e314a41f1b9eb5a7e88bc25533db631f79632		4d87ea7ca6abf5fb6b88b34ff18936704f771c5f6c6ab98191ce19aabd08af0b	2113ac48f702faf821c29bf572bece7c01ba02a11f23a0c79ff971121730cee9
ROW-REV-0064	CLM-REV-056	CIT-REV-015	eloundou_gpts_2023				AUDITED_NEW_OR_REWRITTEN	NO_EXACT_PRIOR_CLAIM_MATCH	af3edd4efc120c70f0e2e6dc7a4e314a41f1b9eb5a7e88bc25533db631f79632		728661ec00da9299a35dbea2076606630594b2a32d1e260efe1a42966822f850	2113ac48f702faf821c29bf572bece7c01ba02a11f23a0c79ff971121730cee9
ROW-REV-0065	CLM-REV-057	CIT-REV-015	eloundou_gpts_2023				AUDITED_NEW_OR_REWRITTEN	NO_EXACT_PRIOR_CLAIM_MATCH	af3edd4efc120c70f0e2e6dc7a4e314a41f1b9eb5a7e88bc25533db631f79632		490b74a306f6d13d7f0327c831e77a43222b0997f7df51ad3a39d56c2fb11494	2113ac48f702faf821c29bf572bece7c01ba02a11f23a0c79ff971121730cee9
ROW-REV-0066	CLM-REV-058	CIT-REV-015	eloundou_gpts_2023				AUDITED_NEW_OR_REWRITTEN	NO_EXACT_PRIOR_CLAIM_MATCH	af3edd4efc120c70f0e2e6dc7a4e314a41f1b9eb5a7e88bc25533db631f79632		278afbbadadd8459048e61039f99f019c50df4bf51e59f6aa8bb9770dc78ed98	2113ac48f702faf821c29bf572bece7c01ba02a11f23a0c79ff971121730cee9
ROW-REV-0067	CLM-REV-059	CIT-REV-016	benitez_mirror_2024				AUDITED_NEW_OR_REWRITTEN	NO_EXACT_PRIOR_CLAIM_MATCH	8847920fa160282c8ba5b5f456f35b24669a7e19dd8a655e2a801b265efb5fda		aa57d19e0583f93bac2a1d335a7ff76a626de7872789199f4961e4d0b837eb7c	996923b28f6e0c39b377ff5144f8de916c8b12514584e458290a7ef1332db50b
ROW-REV-0068	CLM-REV-060	CIT-REV-016	benitez_mirror_2024				AUDITED_NEW_OR_REWRITTEN	NO_EXACT_PRIOR_CLAIM_MATCH	8847920fa160282c8ba5b5f456f35b24669a7e19dd8a655e2a801b265efb5fda		be6278e655cf6f822dcc12c3673dfd7e5afa1f476b0c927a682028a9f3c597f3	996923b28f6e0c39b377ff5144f8de916c8b12514584e458290a7ef1332db50b
ROW-REV-0069	CLM-REV-061	CIT-REV-016	benitez_mirror_2024				AUDITED_NEW_OR_REWRITTEN	NO_EXACT_PRIOR_CLAIM_MATCH	8847920fa160282c8ba5b5f456f35b24669a7e19dd8a655e2a801b265efb5fda		673258644078fe14aeedbdd2911e6331ce0e78a7a8783faa1efef1387150c796	996923b28f6e0c39b377ff5144f8de916c8b12514584e458290a7ef1332db50b
ROW-REV-0070	CLM-REV-062	CIT-REV-016	benitez_mirror_2024	ROW-CUR-0080	CLM-CUR-070	CIT-CUR-016	REAUDIT_REQUIRED_TEXT_CHANGED	EXACT_KEY_TYPE_CLAIM_SOURCE_HASH_EXCERPT_CHANGED	8847920fa160282c8ba5b5f456f35b24669a7e19dd8a655e2a801b265efb5fda	8847920fa160282c8ba5b5f456f35b24669a7e19dd8a655e2a801b265efb5fda	5de69274b08cf245de393ff4cfc2f51cdfc1ac296b0bce68ce4b1002a8475b6d	996923b28f6e0c39b377ff5144f8de916c8b12514584e458290a7ef1332db50b
ROW-REV-0071	CLM-REV-063	CIT-REV-016	benitez_mirror_2024				AUDITED_NEW_OR_REWRITTEN	NO_EXACT_PRIOR_CLAIM_MATCH	8847920fa160282c8ba5b5f456f35b24669a7e19dd8a655e2a801b265efb5fda		19cad5dbaed02e01d57b58593596eb4135d6e743cf8d1ecd320904e93d0fbcb1	996923b28f6e0c39b377ff5144f8de916c8b12514584e458290a7ef1332db50b
ROW-REV-0072	CLM-REV-064	CIT-REV-016	benitez_mirror_2024				AUDITED_NEW_OR_REWRITTEN	NO_EXACT_PRIOR_CLAIM_MATCH	8847920fa160282c8ba5b5f456f35b24669a7e19dd8a655e2a801b265efb5fda		189ce8938014cff2b62080a21da14621d1a972405702baa886615edfb59f82e9	996923b28f6e0c39b377ff5144f8de916c8b12514584e458290a7ef1332db50b
ROW-REV-0073	CLM-REV-065	CIT-REV-016	benitez_mirror_2024				AUDITED_NEW_OR_REWRITTEN	NO_EXACT_PRIOR_CLAIM_MATCH	8847920fa160282c8ba5b5f456f35b24669a7e19dd8a655e2a801b265efb5fda		1088956e93c006918d90ce06a2576fe91bb6901fcdc23e1e7061e5eb71200531	996923b28f6e0c39b377ff5144f8de916c8b12514584e458290a7ef1332db50b
ROW-REV-0074	CLM-REV-066	CIT-REV-017	appel_anthropic_2026				AUDITED_NEW_OR_REWRITTEN	NO_EXACT_PRIOR_CLAIM_MATCH	456274578d26ae653c43eabf560dd8b9018130f2a6ac10a921689a57d7c76d9a		0fca315304c3aa18b2d4a8c6f65e401026c5823d5a9920d01688cac1c8ac1fb0	c925913f597e873a2144bbd5e5265d973cbd4c2f6e7e31571d1a2f876508964b
ROW-REV-0075	CLM-REV-067	CIT-REV-017	appel_anthropic_2026				AUDITED_NEW_OR_REWRITTEN	NO_EXACT_PRIOR_CLAIM_MATCH	456274578d26ae653c43eabf560dd8b9018130f2a6ac10a921689a57d7c76d9a		ba96a79168d9b9add383eb986db3a29df6616480a06e31b8e92044df8dcf7568	c925913f597e873a2144bbd5e5265d973cbd4c2f6e7e31571d1a2f876508964b
ROW-REV-0076	CLM-REV-068	CIT-REV-017	appel_anthropic_2026				AUDITED_NEW_OR_REWRITTEN	NO_EXACT_PRIOR_CLAIM_MATCH	456274578d26ae653c43eabf560dd8b9018130f2a6ac10a921689a57d7c76d9a		3200d29dc2f2f1c62e06d26a30433d9bc951af9e376a2766682585b80cbd742e	c925913f597e873a2144bbd5e5265d973cbd4c2f6e7e31571d1a2f876508964b
ROW-REV-0077	CLM-REV-069	CIT-REV-017	appel_anthropic_2026				AUDITED_NEW_OR_REWRITTEN	NO_EXACT_PRIOR_CLAIM_MATCH	456274578d26ae653c43eabf560dd8b9018130f2a6ac10a921689a57d7c76d9a		6c63a36dc576c567ce3d8e943f67a029529a355ae31eb1cc21a1542def863f69	c925913f597e873a2144bbd5e5265d973cbd4c2f6e7e31571d1a2f876508964b
ROW-REV-0078	CLM-REV-070	CIT-REV-017	appel_anthropic_2026	ROW-CUR-0088	CLM-CUR-078	CIT-CUR-017	REAUDIT_REQUIRED_TEXT_CHANGED	EXACT_KEY_TYPE_CLAIM_SOURCE_HASH_EXCERPT_CHANGED	456274578d26ae653c43eabf560dd8b9018130f2a6ac10a921689a57d7c76d9a	456274578d26ae653c43eabf560dd8b9018130f2a6ac10a921689a57d7c76d9a	13ce49320e6c8a277cb117ccd8f217be3f56c65e2c9fbdd76de914b55284f06a	c925913f597e873a2144bbd5e5265d973cbd4c2f6e7e31571d1a2f876508964b
ROW-REV-0079	CLM-REV-071	CIT-REV-017	appel_anthropic_2026				AUDITED_NEW_OR_REWRITTEN	NO_EXACT_PRIOR_CLAIM_MATCH	456274578d26ae653c43eabf560dd8b9018130f2a6ac10a921689a57d7c76d9a		8c67287700dd991995f78c7c69db912a0bc0b832e6be59dda0ffd903d06646b3	c925913f597e873a2144bbd5e5265d973cbd4c2f6e7e31571d1a2f876508964b
ROW-REV-0080	CLM-REV-072	CIT-REV-017	appel_anthropic_2026				AUDITED_NEW_OR_REWRITTEN	NO_EXACT_PRIOR_CLAIM_MATCH	456274578d26ae653c43eabf560dd8b9018130f2a6ac10a921689a57d7c76d9a		185bab23a41de4caf0278db9a7db7a309ede364e5c91333787a5110ac7caee17	c925913f597e873a2144bbd5e5265d973cbd4c2f6e7e31571d1a2f876508964b
ROW-REV-0081	CLM-REV-073	CIT-REV-018	gmyrek_generative_2025				AUDITED_NEW_OR_REWRITTEN	NO_EXACT_PRIOR_CLAIM_MATCH	9077761c72aabaa3c7ee70999ec5aa46a6afcf943b5fb01baa971f601d363ee9		54e4691e07c340f1dfae86989bea30fd03f86ea4391cb4540e6afbb404600ac4	d1fac65f783e26a664c7e530d2cfa4e101a7e8b0270cd56dc792051ffad7a49f
ROW-REV-0082	CLM-REV-074	CIT-REV-018	gmyrek_generative_2025				AUDITED_NEW_OR_REWRITTEN	NO_EXACT_PRIOR_CLAIM_MATCH	9077761c72aabaa3c7ee70999ec5aa46a6afcf943b5fb01baa971f601d363ee9		3b1f7d2eac38a58a855f0924e68167c86eb4da634f264a30c1165ec747ec7908	d1fac65f783e26a664c7e530d2cfa4e101a7e8b0270cd56dc792051ffad7a49f
ROW-REV-0083	CLM-REV-075	CIT-REV-018	gmyrek_generative_2025				AUDITED_NEW_OR_REWRITTEN	NO_EXACT_PRIOR_CLAIM_MATCH	9077761c72aabaa3c7ee70999ec5aa46a6afcf943b5fb01baa971f601d363ee9		8716ad109e788ab198affc1463228b23eb662d83e5595e3cc07764e3fd04a63e	d1fac65f783e26a664c7e530d2cfa4e101a7e8b0270cd56dc792051ffad7a49f
ROW-REV-0084	CLM-REV-076	CIT-REV-018	gmyrek_generative_2025				AUDITED_NEW_OR_REWRITTEN	NO_EXACT_PRIOR_CLAIM_MATCH	9077761c72aabaa3c7ee70999ec5aa46a6afcf943b5fb01baa971f601d363ee9		bd5d736fd74681a2e93648c7137ffb8eabee5406c47ec25a2cef59c035e3ee57	d1fac65f783e26a664c7e530d2cfa4e101a7e8b0270cd56dc792051ffad7a49f
ROW-REV-0085	CLM-REV-077	CIT-REV-018	gmyrek_generative_2025				AUDITED_NEW_OR_REWRITTEN	NO_EXACT_PRIOR_CLAIM_MATCH	9077761c72aabaa3c7ee70999ec5aa46a6afcf943b5fb01baa971f601d363ee9		fbac2198f664ffb730de68944e12eee7255596b986c58310db7608e09d89e1b7	d1fac65f783e26a664c7e530d2cfa4e101a7e8b0270cd56dc792051ffad7a49f
ROW-REV-0086	CLM-REV-078	CIT-REV-018	gmyrek_generative_2025	ROW-CUR-0097	CLM-CUR-087	CIT-CUR-018	REAUDIT_REQUIRED_TEXT_CHANGED	EXACT_KEY_TYPE_CLAIM_SOURCE_HASH_EXCERPT_CHANGED	9077761c72aabaa3c7ee70999ec5aa46a6afcf943b5fb01baa971f601d363ee9	9077761c72aabaa3c7ee70999ec5aa46a6afcf943b5fb01baa971f601d363ee9	f35215790087ae725fad855779267c0b63a0eedaf1e6e36784184806056b3dee	d1fac65f783e26a664c7e530d2cfa4e101a7e8b0270cd56dc792051ffad7a49f
ROW-REV-0087	CLM-REV-079	CIT-REV-018	gmyrek_generative_2025	ROW-CUR-0098	CLM-CUR-088	CIT-CUR-018	REAUDIT_REQUIRED_TEXT_CHANGED	EXACT_KEY_TYPE_CLAIM_SOURCE_HASH_EXCERPT_CHANGED	9077761c72aabaa3c7ee70999ec5aa46a6afcf943b5fb01baa971f601d363ee9	9077761c72aabaa3c7ee70999ec5aa46a6afcf943b5fb01baa971f601d363ee9	c4f896971e02b44fbb531efd0d6a7824c3525535be113a2b4801961a45d0a46e	d1fac65f783e26a664c7e530d2cfa4e101a7e8b0270cd56dc792051ffad7a49f
ROW-REV-0088	CLM-REV-080	CIT-REV-018	gmyrek_generative_2025				AUDITED_NEW_OR_REWRITTEN	NO_EXACT_PRIOR_CLAIM_MATCH	9077761c72aabaa3c7ee70999ec5aa46a6afcf943b5fb01baa971f601d363ee9		16158390ef22dfbceea707bd635ee84ea775e93c0a340625a6f7028f277c1d0e	d1fac65f783e26a664c7e530d2cfa4e101a7e8b0270cd56dc792051ffad7a49f
ROW-REV-0089	CLM-REV-081	CIT-REV-018	gmyrek_generative_2025				AUDITED_NEW_OR_REWRITTEN	NO_EXACT_PRIOR_CLAIM_MATCH	9077761c72aabaa3c7ee70999ec5aa46a6afcf943b5fb01baa971f601d363ee9		603b31a04427e8b66addafda9b4c410a03569eeb647202726988b95a38d70b6c	d1fac65f783e26a664c7e530d2cfa4e101a7e8b0270cd56dc792051ffad7a49f
ROW-REV-0090	CLM-REV-082	CIT-REV-019	gmyrek_generative_2025				AUDITED_NEW_OR_REWRITTEN	NO_EXACT_PRIOR_CLAIM_MATCH	9077761c72aabaa3c7ee70999ec5aa46a6afcf943b5fb01baa971f601d363ee9		78053e5fa8e1aa600e198b35734f293cdc201e7833803090086b8adc5486c79b	5d5097e16ec9efadc0defdf1b3273849c005c708e7c7f8fb97938e2da70d6773
ROW-REV-0091	CLM-REV-083	CIT-REV-019	gmyrek_generative_2025				AUDITED_NEW_OR_REWRITTEN	NO_EXACT_PRIOR_CLAIM_MATCH	9077761c72aabaa3c7ee70999ec5aa46a6afcf943b5fb01baa971f601d363ee9		00fabf3bd4ce5c2e83fd73632abceda917ae81b78f933e1c48d1d4e47e255e03	5d5097e16ec9efadc0defdf1b3273849c005c708e7c7f8fb97938e2da70d6773
ROW-REV-0092	CLM-REV-084	CIT-REV-019	gmyrek_generative_2025				AUDITED_NEW_OR_REWRITTEN	NO_EXACT_PRIOR_CLAIM_MATCH	9077761c72aabaa3c7ee70999ec5aa46a6afcf943b5fb01baa971f601d363ee9		76768fdc11ddbcdaba191693695a410c68a7d9f6cdfb2af43143e2d19e61b998	5d5097e16ec9efadc0defdf1b3273849c005c708e7c7f8fb97938e2da70d6773
ROW-REV-0093	CLM-REV-085	CIT-REV-019	gmyrek_generative_2025				AUDITED_NEW_OR_REWRITTEN	NO_EXACT_PRIOR_CLAIM_MATCH	9077761c72aabaa3c7ee70999ec5aa46a6afcf943b5fb01baa971f601d363ee9		a56c9039a555104de4360adff8a8ed315b422b11aee9f4a1779becf2fa17c0be	5d5097e16ec9efadc0defdf1b3273849c005c708e7c7f8fb97938e2da70d6773
ROW-REV-0094	CLM-REV-086	CIT-REV-020	gmyrek_generative_2025				AUDITED_NEW_OR_REWRITTEN	NO_EXACT_PRIOR_CLAIM_MATCH	9077761c72aabaa3c7ee70999ec5aa46a6afcf943b5fb01baa971f601d363ee9		85605d984240eff65d0d2598f1d6150ca7e7b4ebbb9b080807650f8e5d637efa	466e8f59654f2421abb96531e8393c8e907e5fbbee1eb8e7793326b456729a42
ROW-REV-0095	CLM-REV-087	CIT-REV-020	gmyrek_generative_2025				AUDITED_NEW_OR_REWRITTEN	NO_EXACT_PRIOR_CLAIM_MATCH	9077761c72aabaa3c7ee70999ec5aa46a6afcf943b5fb01baa971f601d363ee9		dcceb87fa4913cd88908b819974bcf023ccd92d984380eb5db14f38689ea0767	466e8f59654f2421abb96531e8393c8e907e5fbbee1eb8e7793326b456729a42
ROW-REV-0096	CLM-REV-088	CIT-REV-021	gmyrek_generative_2025				AUDITED_NEW_OR_REWRITTEN	NO_EXACT_PRIOR_CLAIM_MATCH	9077761c72aabaa3c7ee70999ec5aa46a6afcf943b5fb01baa971f601d363ee9		76ea64d14f3643cc48d58911a6eb8109305328ecf0c0ef43da07a911bdf51301	bf4c975a1176b7a6947a1c815f69ee7c77bc7752c6cbe0615251ee83069e5438
ROW-REV-0097	CLM-REV-089	CIT-REV-021	gmyrek_generative_2025				AUDITED_NEW_OR_REWRITTEN	NO_EXACT_PRIOR_CLAIM_MATCH	9077761c72aabaa3c7ee70999ec5aa46a6afcf943b5fb01baa971f601d363ee9		d0f55b9370f7a93a219050900df78c6c3279b3509b2d0ad9fa61b866d2e4626e	bf4c975a1176b7a6947a1c815f69ee7c77bc7752c6cbe0615251ee83069e5438
ROW-REV-0098	CLM-REV-090	CIT-REV-022	brasil_decreto_12342_2024				AUDITED_NEW_OR_REWRITTEN	NO_EXACT_PRIOR_CLAIM_MATCH	fbca3b79c71a174e6f2ad1c66bd2b2fa03a966a4737917191f5450e443cd52e4		b39a2d81cda187e02495c841ec080d8f7eb593c57c8b7a35c79e40c06bd94dde	44b879107460b1065ddff1a2dbaf3612ba361d5499657c6c88239a4e14e2a5a4
ROW-REV-0099	CLM-REV-091	CIT-REV-023	gmyrek_generative_2025				AUDITED_NEW_OR_REWRITTEN	NO_EXACT_PRIOR_CLAIM_MATCH	9077761c72aabaa3c7ee70999ec5aa46a6afcf943b5fb01baa971f601d363ee9		56d427aeddac1c85946eb284189dc536e13ab0210afea965591bb20c6a88a7bb	08fb54c21877f34933df7fa298a3b2ee867328c9ea4ea1a4cb382904704cff7b
ROW-REV-0100	CLM-REV-092	CIT-REV-023	gmyrek_generative_2025				AUDITED_NEW_OR_REWRITTEN	NO_EXACT_PRIOR_CLAIM_MATCH	9077761c72aabaa3c7ee70999ec5aa46a6afcf943b5fb01baa971f601d363ee9		a37fec0c2a59f478dfbc7c6be8a7cdfe5865a3cf917392fb5c3b5bf9cb598aed	08fb54c21877f34933df7fa298a3b2ee867328c9ea4ea1a4cb382904704cff7b
ROW-REV-0101	CLM-REV-093	CIT-REV-023	gmyrek_generative_2025				AUDITED_NEW_OR_REWRITTEN	NO_EXACT_PRIOR_CLAIM_MATCH	9077761c72aabaa3c7ee70999ec5aa46a6afcf943b5fb01baa971f601d363ee9		b8b52a62a0802b609fa83c96b84cbea0598878e5926a56b8d8579d5f6ce5b2c2	08fb54c21877f34933df7fa298a3b2ee867328c9ea4ea1a4cb382904704cff7b
ROW-REV-0102	CLM-REV-094	CIT-REV-024	osorio_o_2003				AUDITED_NEW_OR_REWRITTEN	NO_EXACT_PRIOR_CLAIM_MATCH	a079112c1d4c560fe7c8ba01a49bf4feee1360e6d0d4d8a6158ee1a69722d80d		cd0aafab46e4a4d1a8f2a96847acec9ec15f7320e368fa0bd1984229be23efdb	4a3812058bc3d59cbe78e6c7af291b6e28ddcff19d5123f08726f5b288082dc0
ROW-REV-0103	CLM-REV-095	CIT-REV-025	brynjolfsson_canaries_2025				AUDITED_NEW_OR_REWRITTEN	NO_EXACT_PRIOR_CLAIM_MATCH	3b342bf604ed5c8fad8a232c9879345bcb7b71583f33d2acead28d531467a188		e2ce9e06706909d099d012b6794e0e74e3de7b22be5f5fc5ce1afb6c6696df39	9248541439ff5784355004f23ccf52f1563747119216d591725f5e2c10aaa657
ROW-REV-0104	CLM-REV-096	CIT-REV-026	brynjolfsson_canaries_2025				AUDITED_NEW_OR_REWRITTEN	NO_EXACT_PRIOR_CLAIM_MATCH	3b342bf604ed5c8fad8a232c9879345bcb7b71583f33d2acead28d531467a188		2291b24f0d4ec7d85493ff6040208d2fb05ef72ec2155d829477975a52f98233	c876c23d641be02468055096c4c2d1bd283856a90d5895b07150b53f636aa866
ROW-REV-0105	CLM-REV-097	CIT-REV-026	brynjolfsson_canaries_2025				AUDITED_NEW_OR_REWRITTEN	NO_EXACT_PRIOR_CLAIM_MATCH	3b342bf604ed5c8fad8a232c9879345bcb7b71583f33d2acead28d531467a188		87d883f023090ffc92194bb9faa7475fc9959ac92be87e9189c1fd64751879b5	c876c23d641be02468055096c4c2d1bd283856a90d5895b07150b53f636aa866
ROW-REV-0106	CLM-REV-098	CIT-REV-026	brynjolfsson_canaries_2025				AUDITED_NEW_OR_REWRITTEN	NO_EXACT_PRIOR_CLAIM_MATCH	3b342bf604ed5c8fad8a232c9879345bcb7b71583f33d2acead28d531467a188		4a865bda796c10347ad1ca7b06fc46b6a41d9115e7eea711cc8cbe578381a15d	c876c23d641be02468055096c4c2d1bd283856a90d5895b07150b53f636aa866
ROW-REV-0107	CLM-REV-099	CIT-REV-027	brynjolfsson_canaries_2025				AUDITED_NEW_OR_REWRITTEN	NO_EXACT_PRIOR_CLAIM_MATCH	3b342bf604ed5c8fad8a232c9879345bcb7b71583f33d2acead28d531467a188		70b9a3f17b2637f21e88b3f1fc64d99c9640f2af2d19496dafe295069d5ecfb1	c876c23d641be02468055096c4c2d1bd283856a90d5895b07150b53f636aa866
ROW-REV-0108	CLM-REV-100	CIT-REV-027	brynjolfsson_canaries_2025				AUDITED_NEW_OR_REWRITTEN	NO_EXACT_PRIOR_CLAIM_MATCH	3b342bf604ed5c8fad8a232c9879345bcb7b71583f33d2acead28d531467a188		56419f225e5d39986887ac9a75032e979184ad23d3635bc6bc23a4f1f3d8fcd1	c876c23d641be02468055096c4c2d1bd283856a90d5895b07150b53f636aa866
ROW-REV-0109	CLM-REV-101	CIT-REV-027	brynjolfsson_canaries_2025				AUDITED_NEW_OR_REWRITTEN	NO_EXACT_PRIOR_CLAIM_MATCH	3b342bf604ed5c8fad8a232c9879345bcb7b71583f33d2acead28d531467a188		9cf3d1d5cce55654016380d91322ee3f8686376b924eabd69886c0db4d562ee8	c876c23d641be02468055096c4c2d1bd283856a90d5895b07150b53f636aa866
ROW-REV-0110	CLM-REV-102	CIT-REV-027	brynjolfsson_canaries_2025				AUDITED_NEW_OR_REWRITTEN	NO_EXACT_PRIOR_CLAIM_MATCH	3b342bf604ed5c8fad8a232c9879345bcb7b71583f33d2acead28d531467a188		82b177ca304df3064cd3f358b5acc13c7147d2ce71907f8c0c664098dbd3b779	c876c23d641be02468055096c4c2d1bd283856a90d5895b07150b53f636aa866
ROW-REV-0111	CLM-REV-103	CIT-REV-027	brynjolfsson_canaries_2025				AUDITED_NEW_OR_REWRITTEN	NO_EXACT_PRIOR_CLAIM_MATCH	3b342bf604ed5c8fad8a232c9879345bcb7b71583f33d2acead28d531467a188		d4412ef09d89572d4ca883b038fd17d77881a276e3dda0e208a4ee277cbd5956	c876c23d641be02468055096c4c2d1bd283856a90d5895b07150b53f636aa866
ROW-REV-0112	CLM-REV-104	CIT-REV-027	brynjolfsson_canaries_2025				AUDITED_NEW_OR_REWRITTEN	NO_EXACT_PRIOR_CLAIM_MATCH	3b342bf604ed5c8fad8a232c9879345bcb7b71583f33d2acead28d531467a188		ade1625e7f64b52da68b021e7e275588b6dd91b749d3ce67879c496647a46a40	c876c23d641be02468055096c4c2d1bd283856a90d5895b07150b53f636aa866
ROW-REV-0113	CLM-REV-105	CIT-REV-028	brynjolfsson_canaries_2025				AUDITED_NEW_OR_REWRITTEN	NO_EXACT_PRIOR_CLAIM_MATCH	3b342bf604ed5c8fad8a232c9879345bcb7b71583f33d2acead28d531467a188		e8bfcb9ba70bd549c1498b9ba5fad6fd90c82a254c4cb1b84a2135100d7fcce0	4b5b8706b27ef978506142eabc9871e56ad283e9215132afd8cf432087b15f80
ROW-REV-0114	CLM-REV-106	CIT-REV-028	brynjolfsson_canaries_2025				AUDITED_NEW_OR_REWRITTEN	NO_EXACT_PRIOR_CLAIM_MATCH	3b342bf604ed5c8fad8a232c9879345bcb7b71583f33d2acead28d531467a188		31fb00b8322de5f38874d31ff73bfb3aa2513ecb70a747803f3af8c68a3a9e73	4b5b8706b27ef978506142eabc9871e56ad283e9215132afd8cf432087b15f80
ROW-REV-0115	CLM-REV-107	CIT-REV-028	brynjolfsson_canaries_2025				AUDITED_NEW_OR_REWRITTEN	NO_EXACT_PRIOR_CLAIM_MATCH	3b342bf604ed5c8fad8a232c9879345bcb7b71583f33d2acead28d531467a188		55091b019d4b08e8f6dcb85b56956e5a418016c8600049f9ff3b31d2dd601bc3	4b5b8706b27ef978506142eabc9871e56ad283e9215132afd8cf432087b15f80
ROW-REV-0116	CLM-REV-108	CIT-REV-028	brynjolfsson_canaries_2025				AUDITED_NEW_OR_REWRITTEN	NO_EXACT_PRIOR_CLAIM_MATCH	3b342bf604ed5c8fad8a232c9879345bcb7b71583f33d2acead28d531467a188		3d29fa8993e8669b0a16209c680dff85aaa5b1d88383d3c6b53ecd18b817b7cb	4b5b8706b27ef978506142eabc9871e56ad283e9215132afd8cf432087b15f80
ROW-REV-0117	CLM-REV-105	CIT-REV-029	humlum_still_2025				AUDITED_NEW_OR_REWRITTEN	NO_EXACT_PRIOR_CLAIM_MATCH	eb5765a77d38f7e0d66e906252ecb721aaa888f6ba3540913e3cb31edcb91807		e8bfcb9ba70bd549c1498b9ba5fad6fd90c82a254c4cb1b84a2135100d7fcce0	4b5b8706b27ef978506142eabc9871e56ad283e9215132afd8cf432087b15f80
ROW-REV-0118	CLM-REV-106	CIT-REV-029	humlum_still_2025				AUDITED_NEW_OR_REWRITTEN	NO_EXACT_PRIOR_CLAIM_MATCH	eb5765a77d38f7e0d66e906252ecb721aaa888f6ba3540913e3cb31edcb91807		31fb00b8322de5f38874d31ff73bfb3aa2513ecb70a747803f3af8c68a3a9e73	4b5b8706b27ef978506142eabc9871e56ad283e9215132afd8cf432087b15f80
ROW-REV-0119	CLM-REV-109	CIT-REV-029	humlum_still_2025				AUDITED_NEW_OR_REWRITTEN	NO_EXACT_PRIOR_CLAIM_MATCH	eb5765a77d38f7e0d66e906252ecb721aaa888f6ba3540913e3cb31edcb91807		2dffe9d008e2e39cc8b46f25b7b30d61c4b36c25138b920e68ea8ed090c5ca13	4b5b8706b27ef978506142eabc9871e56ad283e9215132afd8cf432087b15f80
ROW-REV-0120	CLM-REV-110	CIT-REV-030	callaway_difference_2021				AUDITED_NEW_OR_REWRITTEN	NO_EXACT_PRIOR_CLAIM_MATCH	4fdd1e24abbe6aad85f7c3120c178ba378ff1c1ae7f12bc7c90b75473d903feb		7fbe6f1d8a7a86ca59b4810e23b53f33d80fa98f32ce2ce28c29a777c2c3cd90	54d693a7d8917e95cb44b161671bb3bba45fd7fae9ba9b8b9275630380658397
ROW-REV-0121	CLM-REV-111	CIT-REV-030	callaway_difference_2021				AUDITED_NEW_OR_REWRITTEN	NO_EXACT_PRIOR_CLAIM_MATCH	4fdd1e24abbe6aad85f7c3120c178ba378ff1c1ae7f12bc7c90b75473d903feb		60e02de6629e792e16fd2fcd712f07aac4a869445ac000660bc501483d745aa6	54d693a7d8917e95cb44b161671bb3bba45fd7fae9ba9b8b9275630380658397
ROW-REV-0122	CLM-REV-112	CIT-REV-030	callaway_difference_2021				AUDITED_NEW_OR_REWRITTEN	NO_EXACT_PRIOR_CLAIM_MATCH	4fdd1e24abbe6aad85f7c3120c178ba378ff1c1ae7f12bc7c90b75473d903feb		56c4b0ad88c892e7461f2fa12a209169020f93122eb8817ea5337afd6ea868e4	54d693a7d8917e95cb44b161671bb3bba45fd7fae9ba9b8b9275630380658397
ROW-REV-0123	CLM-REV-113	CIT-REV-030	callaway_difference_2021				AUDITED_NEW_OR_REWRITTEN	NO_EXACT_PRIOR_CLAIM_MATCH	4fdd1e24abbe6aad85f7c3120c178ba378ff1c1ae7f12bc7c90b75473d903feb		71f8db9f2d5dda68779c63a80dc105e90aa86cd29617691784cb0f01bec0107d	54d693a7d8917e95cb44b161671bb3bba45fd7fae9ba9b8b9275630380658397
ROW-REV-0124	CLM-REV-110	CIT-REV-031	de_chaisemartin_two-way_2020				AUDITED_NEW_OR_REWRITTEN	NO_EXACT_PRIOR_CLAIM_MATCH	ddc65e7599d8364181fd84d388ec543d57bfa51c2e66d50777af7ebac2aba3c4		7fbe6f1d8a7a86ca59b4810e23b53f33d80fa98f32ce2ce28c29a777c2c3cd90	54d693a7d8917e95cb44b161671bb3bba45fd7fae9ba9b8b9275630380658397
ROW-REV-0125	CLM-REV-111	CIT-REV-031	de_chaisemartin_two-way_2020				AUDITED_NEW_OR_REWRITTEN	NO_EXACT_PRIOR_CLAIM_MATCH	ddc65e7599d8364181fd84d388ec543d57bfa51c2e66d50777af7ebac2aba3c4		60e02de6629e792e16fd2fcd712f07aac4a869445ac000660bc501483d745aa6	54d693a7d8917e95cb44b161671bb3bba45fd7fae9ba9b8b9275630380658397
